dataset: X
instance: CI2
+-----------+
2D Packing Heuristic in Truck P192449405
Min2DVol: 32.16716850000001 [m2]
Stack 0 with items: ['0090016800_08062023005797', '0090016800_08062023000056']
Stack 1 with items: ['0090016800_08062023002392', '0090016800_08062023002138']
Stack 2 with items: ['0090016800_08062023009421', '0090016800_08062023007024']
Stack 3 with items: ['0090016800_08062023017505', '0090016800_08062023014061']
Stack 4 with items: ['0090016800_08062023023740', '0090016800_08062023017943']
Stack 5 with items: ['0090016800_08062023034859', '0090016800_08062023025117']
Stack 6 with items: ['0090016800_08062023041148', '0090016800_08062023039848']
Stack 7 with items: ['0090016800_08062023043518', '0090016800_08062023041923']
Stack 8 with items: ['0090016800_08062023005797']
Stack 9 with items: ['0090016800_08062023044997', '0090016800_08062023044997']
Stack 10 with items: ['0090016800_08062023041034', '0090016800_08062023036004']
Stack 11 with items: ['0090016800_08062023032416', '0090016800_08062023032416']
Stack 12 with items: ['0090016800_08062023032416', '0090016800_08062023032416']
Stack 13 with items: ['0090016800_08062023032416', '0090016800_08062023032416']
Stack 14 with items: ['0090016800_08062023032416', '0090016800_08062023032416']
Stack 15 with items: ['0090016800_08062023032416', '0090016800_08062023032416']
Stack 16 with items: ['0090016800_08062023032416', '0090016800_08062023030048']
Stack 17 with items: ['0090016800_08062023029476', '0090016800_08062023026619']
Stack 18 with items: ['0090016800_08062023026619', '0090016800_08062023026619']
Stack 19 with items: ['0090016800_08062023021768', '0090016800_08062023021768']
Stack 20 with items: ['0090016800_08062023021768', '0090016800_08062023021768']
Stack 21 with items: ['0090016800_08062023021768', '0090016800_08062023021768']
Stack 22 with items: ['0090016800_08062023019929', '0090016800_08062023019929']
Stack 23 with items: ['0090016800_08062023002628', '0090016800_08062023002628']
Stack 24 with items: ['0090016800_08062023002628', '0090016800_08062023002628']
Stack 25 with items: ['0090016800_08062023002628', '0090016800_08062023002628']
Stack 26 with items: ['0090016800_08062023002628', '0090016800_08062023002628']
Stack 27 with items: ['0090016800_08062023001513']
Stack 28 with items: ['0090016800_08062023047976', '0090016800_08062023047976', '0090016800_08062023047976']
Stack 29 with items: ['0090016800_08062023041188', '0090016800_08062023011246', '0090016800_08062023011246']
Stack 30 with items: ['0090016800_08062023048768', '0090016800_08062023048768', '0090016800_08062023048768']
Stack 31 with items: ['0090016800_08062023015130', '0090016800_08062023015130', '0090016800_08062023021270']
Stack 32 with items: ['0090016800_08062023048768', '0090016800_08062023047976', '0090016800_08062023011246']
Stack 33 with items: ['0090016800_08062023002419', '0090016800_08062023002419', '0090016800_08062023017851']
Stack 34 with items: ['0090016800_08062023007602', '0090016800_08062023007602', '0090016800_08062023007602']
Stack 35 with items: ['0090016800_08062023043610', '0090016800_08062023046234', '0090016800_08062023046234']
Stack 36 with items: ['0090016800_08062023007602', '0090016800_08062023007602', '0090016800_08062023044725']
Stack 37 with items: ['0090016800_08062023043610', '0090016800_08062023043610', '0090016800_08062023043610']
Stack 38 with items: ['0090016800_08062023036421', '0090016800_08062023036421', '0090016800_08062023036421']
Stack 39 with items: ['0090016800_08062023007602', '0090016800_08062023007602', '0090016800_08062023007602']
Stack 40 with items: ['0090016800_08062023043610', '0090016800_08062023043610', '0090016800_08062023044725']
Stack 41 with items: ['0090016800_08062023044725', '0090016800_08062023044725', '0090016800_08062023044725']
Stack 42 with items: ['0090016800_08062023044725', '0090016800_08062023006610', '0090016800_08062023046234']
Stack 43 with items: ['0090016800_08062023046234', '0090016800_08062023046234', '0090016800_08062023046234']
Stack 44 with items: ['0090016800_08062023036421', '0090016800_08062023036421', '0090016800_08062023036421']
Stack 45 with items: ['0090016800_08062023043610', '0090016800_08062023043610', '0090016800_08062023043610']
Stacks not packed:
Stack 3 missing: ['0090016800_08062023017505', '0090016800_08062023014061']
Stack 6 missing: ['0090016800_08062023041148', '0090016800_08062023039848']
Stack 28 missing: ['0090016800_08062023047976', '0090016800_08062023047976', '0090016800_08062023047976']
Stack 29 missing: ['0090016800_08062023041188', '0090016800_08062023011246', '0090016800_08062023011246']
Stack 30 missing: ['0090016800_08062023048768', '0090016800_08062023048768', '0090016800_08062023048768']
Stack 31 missing: ['0090016800_08062023015130', '0090016800_08062023015130', '0090016800_08062023021270']
Stack 32 missing: ['0090016800_08062023048768', '0090016800_08062023047976', '0090016800_08062023011246']
Stack 33 missing: ['0090016800_08062023002419', '0090016800_08062023002419', '0090016800_08062023017851']
Stack 34 missing: ['0090016800_08062023007602', '0090016800_08062023007602', '0090016800_08062023007602']
Stack 35 missing: ['0090016800_08062023043610', '0090016800_08062023046234', '0090016800_08062023046234']
Stack 36 missing: ['0090016800_08062023007602', '0090016800_08062023007602', '0090016800_08062023044725']
Stack 37 missing: ['0090016800_08062023043610', '0090016800_08062023043610', '0090016800_08062023043610']
Stack 38 missing: ['0090016800_08062023036421', '0090016800_08062023036421', '0090016800_08062023036421']
Stack 39 missing: ['0090016800_08062023007602', '0090016800_08062023007602', '0090016800_08062023007602']
Stack 40 missing: ['0090016800_08062023043610', '0090016800_08062023043610', '0090016800_08062023044725']
Stack 41 missing: ['0090016800_08062023044725', '0090016800_08062023044725', '0090016800_08062023044725']
Stack 42 missing: ['0090016800_08062023044725', '0090016800_08062023006610', '0090016800_08062023046234']
Stack 43 missing: ['0090016800_08062023046234', '0090016800_08062023046234', '0090016800_08062023046234']
Stack 44 missing: ['0090016800_08062023036421', '0090016800_08062023036421', '0090016800_08062023036421']
Stack 45 missing: ['0090016800_08062023043610', '0090016800_08062023043610', '0090016800_08062023043610']
