dataset: X
instance: MT3
+-----------+
2D Packing Heuristic in Truck P184270701
Min2DVol: 25.579260000000005 [m2]
Stack 0 with items: ['0091017700_08062023000278']
Stack 1 with items: ['0091017700_08062023003492']
Stack 2 with items: ['0091017700_08062023004468', '0091017700_08062023004468']
Stack 3 with items: ['0091017700_08062023004468', '0091017700_08062023004468']
Stack 4 with items: ['0091017700_08062023004468', '0091017700_08062023004468']
Stack 5 with items: ['0091017700_08062023004468', '0091017700_08062023004468']
Stack 6 with items: ['0091017700_08062023004468', '0091017700_08062023001686']
Stack 7 with items: ['0091017700_08062023001686', '0091017700_08062023001686']
Stack 8 with items: ['0091017700_08062023001686', '0091017700_08062023000349']
Stack 9 with items: ['0091017700_08062023000349', '0091017700_08062023000349']
Stack 10 with items: ['0091017700_08062023000349', '0091017700_08062023000349']
Stack 11 with items: ['0091017700_08062023000349', '0091017700_08062023000349']
Stack 12 with items: ['0091017700_08062023000349', '0091017700_08062023000349']
Stack 13 with items: ['0091017700_08062023000349', '0091017700_08062023000349']
Stack 14 with items: ['0091017700_08062023000349', '0091017700_08062023000349']
Stack 15 with items: ['0091017700_08062023000349', '0091017700_08062023000349']
Stack 16 with items: ['0091017700_08062023002005', '0091017700_08062023005722']
Stack 17 with items: ['0091017700_08062023002005', '0091017700_08062023005722']
Stack 18 with items: ['0091017700_08062023004018']
Stack 19 with items: ['0091017700_08062023005629', '0091017700_08062023005629']
Stack 20 with items: ['0091017700_08062023004108', '0091017700_08062023004108']
Heuristic packed all stacks
