dataset: B
instance: TR
+-----------+
2D Packing Heuristic in Truck P341275201
Min2DVol: 25.080000000000002 [m2]
Stack 0 with items: ['0090017000_26102022008075', '0090017000_26102022008075']
Stack 1 with items: ['0090017000_26102022008075', '0090017000_26102022008075']
Stack 2 with items: ['0090017000_26102022008075', '0090017000_26102022008075']
Stack 3 with items: ['0090017000_26102022008075', '0090017000_26102022008075']
Stack 4 with items: ['0090017000_26102022008072', '0090017000_26102022008072']
Stack 5 with items: ['0090017000_26102022008072', '0090017000_26102022008072']
Stack 6 with items: ['0090017000_26102022004479', '0090017000_26102022004479']
Stack 7 with items: ['0090017000_26102022004479', '0090017000_26102022004479']
Stack 8 with items: ['0090017000_26102022004479', '0090017000_26102022004479']
Stack 9 with items: ['0090017000_26102022004479', '0090017000_26102022004479']
Stack 10 with items: ['0090017000_26102022004479', '0090017000_26102022004479']
Heuristic packed all stacks
