dataset: C
instance: MT
+-----------+
2D Packing Heuristic in Truck P103570701
Min2DVol: 32.39999999999999 [m2]
Stack 0 with items: ['0091017700_27022023006601', '0091017700_27022023006601', '0091017700_27022023006601']
Stack 1 with items: ['0091017700_27022023006601', '0091017700_27022023005429', '0091017700_27022023006601']
Stack 2 with items: ['0091017700_27022023003797', '0091017700_27022023003797', '0091017700_27022023003797']
Stack 3 with items: ['0091017700_27022023003797', '0091017700_27022023003797', '0091017700_27022023003797']
Stack 4 with items: ['0091017700_27022023002316', '0091017700_27022023002316', '0091017700_27022023002316']
Stack 5 with items: ['0091017700_27022023002316', '0091017700_27022023002316', '0091017700_27022023002316']
Stack 6 with items: ['0091017700_27022023002316', '0091017700_27022023002316', '0091017700_27022023002316']
Stack 7 with items: ['0091017700_27022023002316', '0091017700_27022023002316', '0091017700_27022023002316']
Stack 8 with items: ['0091017700_27022023002316', '0091017700_27022023002316', '0091017700_27022023002316']
Stack 9 with items: ['0091017700_27022023002316', '0091017700_27022023002316', '0091017700_27022023002316']
Stack 10 with items: ['0091017700_27022023002316', '0091017700_27022023002316', '0091017700_27022023002316']
Stack 11 with items: ['0091017700_27022023002316', '0091017700_27022023002316', '0091017700_27022023002316']
Stack 12 with items: ['0091017700_27022023002316', '0091017700_27022023002316', '0091017700_27022023002316']
Stack 13 with items: ['0091017700_27022023002316', '0091017700_27022023001673', '0091017700_27022023002316']
Stack 14 with items: ['0091017700_27022023001673', '0091017700_27022023001009', '0091017700_27022023000959']
Stack 15 with items: ['0091017700_27022023000679', '0091017700_27022023000679', '0091017700_27022023000679']
Stack 16 with items: ['0091017700_27022023000679', '0091017700_27022023000679', '0091017700_27022023000679']
Stack 17 with items: ['0091017700_27022023000392']
Stack 18 with items: ['0091017700_27022023001199', '0091017700_27022023001199', '0091017700_27022023001199']
Stack 19 with items: ['0091017700_27022023001199', '0091017700_27022023001199', '0091017700_27022023001199']
Stack 20 with items: ['0091017700_27022023001199', '0091017700_27022023001199', '0091017700_27022023001199']
Stack 21 with items: ['0091017700_27022023001199', '0091017700_27022023001199', '0091017700_27022023001199']
Stack 22 with items: ['0091017700_27022023001199', '0091017700_27022023001199', '0091017700_27022023001199']
Stack 23 with items: ['0091017700_27022023001199', '0091017700_27022023001199', '0091017700_27022023001199']
Stack 24 with items: ['0091017700_27022023001199', '0091017700_27022023001199', '0091017700_27022023001199']
Stack 25 with items: ['0091017700_27022023001199', '0091017700_27022023001199', '0091017700_27022023001199']
Stack 26 with items: ['0091017700_27022023001199', '0091017700_27022023001199', '0091017700_27022023001199']
Stacks not packed:
Stack 16 missing: ['0091017700_27022023000679', '0091017700_27022023000679', '0091017700_27022023000679']
