dataset: C
instance: TA3
+-----------+
2D Packing Heuristic in Truck P093386103
Min2DVol: 30.79224 [m2]
Stack 0 with items: ['0090038300_28022023013325', '0090038300_28022023013325']
Stack 1 with items: ['0090038300_28022023001244', '0090038300_28022023001244']
Stack 2 with items: ['0090038300_28022023001793', '0090038300_28022023020640']
Stack 3 with items: ['0090038300_28022023001244', '0090038300_28022023001244']
Stack 4 with items: ['0090038300_28022023022199', '0090038300_28022023022199', '0090038300_28022023022199']
Stack 5 with items: ['0090038300_28022023022199', '0090038300_28022023022199', '0090038300_28022023022199']
Stack 6 with items: ['0090038300_28022023022199', '0090038300_28022023022199', '0090038300_28022023022199']
Stack 7 with items: ['0090038300_28022023022199', '0090038300_28022023022199', '0090038300_28022023022199']
Stack 8 with items: ['0090038300_28022023022199', '0090038300_28022023015944', '0090038300_28022023022199']
Stack 9 with items: ['0090038300_28022023015944', '0090038300_28022023015944', '0090038300_28022023015944']
Stack 10 with items: ['0090038300_28022023015944', '0090038300_28022023015944', '0090038300_28022023015944']
Stack 11 with items: ['0090038300_28022023015944', '0090038300_28022023006852', '0090038300_28022023015944']
Stack 12 with items: ['0090038300_28022023006852', '0090038300_28022023006852', '0090038300_28022023006852']
Stack 13 with items: ['0090038300_28022023006852', '0090038300_28022023006852', '0090038300_28022023006852']
Stack 14 with items: ['0090038300_28022023006852', '0090038300_28022023006852', '0090038300_28022023006852']
Stack 15 with items: ['0090038300_28022023006852', '0090038300_28022023006852', '0090038300_28022023006852']
Stack 16 with items: ['0090038300_28022023029585', '0090038300_28022023029585', '0090038300_28022023029585']
Stack 17 with items: ['0090038300_28022023029585', '0090038300_28022023027010', '0090038300_28022023029585']
Stack 18 with items: ['0090038300_28022023029585', '0090038300_28022023027010', '0090038300_28022023029585']
Stack 19 with items: ['0090038300_28022023027010', '0090038300_28022023027010', '0090038300_28022023027010']
Stack 20 with items: ['0090038300_28022023027010', '0090038300_28022023027010', '0090038300_28022023027010']
Stack 21 with items: ['0090038300_28022023027010', '0090038300_28022023029585', '0090038300_28022023029585']
Heuristic packed all stacks
