dataset: C
instance: MT2
+-----------+
2D Packing Heuristic in Truck P068574903
Min2DVol: 25.254179999999998 [m2]
Stack 0 with items: ['0091017700_28022023006309']
Stack 1 with items: ['0091017700_28022023006309']
Stack 2 with items: ['0091017700_28022023006082', '0091017700_28022023006082', '0091017700_28022023006082']
Stack 3 with items: ['0091017700_28022023006082', '0091017700_28022023006082', '0091017700_28022023006082']
Stack 4 with items: ['0091017700_28022023006082', '0091017700_28022023006082', '0091017700_28022023006082']
Stack 5 with items: ['0091017700_28022023006082', '0091017700_28022023005765', '0091017700_28022023006082']
Stack 6 with items: ['0091017700_28022023005793', '0091017700_28022023005793', '0091017700_28022023005793']
Stack 7 with items: ['0091017700_28022023005793', '0091017700_28022023005793', '0091017700_28022023005793']
Stack 8 with items: ['0091017700_28022023005793', '0091017700_28022023005793', '0091017700_28022023005793']
Stack 9 with items: ['0091017700_28022023005793', '0091017700_28022023005793', '0091017700_28022023005793']
Stack 10 with items: ['0091017700_28022023005793', '0091017700_28022023005692', '0091017700_28022023005692']
Stack 11 with items: ['0091017700_28022023005765', '0091017700_28022023000506', '0091017700_28022023000506']
Stack 12 with items: ['0091017700_28022023005692', '0091017700_28022023005692', '0091017700_28022023005692']
Stack 13 with items: ['0091017700_28022023002833', '0091017700_28022023002833', '0091017700_28022023002833']
Stack 14 with items: ['0091017700_28022023002833', '0091017700_28022023002833', '0091017700_28022023002833']
Stack 15 with items: ['0091017700_28022023002833', '0091017700_28022023002833', '0091017700_28022023002833']
Stack 16 with items: ['0091017700_28022023002833']
Stack 17 with items: ['0091017700_28022023000506', '0091017700_28022023000506', '0091017700_28022023000506']
Stack 18 with items: ['0091017700_28022023002924', '0091017700_28022023002924', '0091017700_28022023002924']
Stack 19 with items: ['0091017700_28022023002924', '0091017700_28022023002924', '0091017700_28022023002924']
Stack 20 with items: ['0091017700_28022023002924', '0091017700_28022023002924', '0091017700_28022023002924']
Heuristic packed all stacks
