dataset: X
instance: CI3
+-----------+
2D Packing Heuristic in Truck P202400603
Min2DVol: 26.797320000000006 [m2]
Stack 0 with items: ['0090016800_08062023047437', '0090016800_08062023035736', '0090016800_08062023044910', '0090016800_08062023030899']
Stack 1 with items: ['0090016800_08062023044910', '0090016800_08062023032569']
Stack 2 with items: ['0090016800_08062023032569', '0090016800_08062023032569']
Stack 3 with items: ['0090016800_08062023032569', '0090016800_08062023032569']
Stack 4 with items: ['0090016800_08062023032569', '0090016800_08062023032569']
Stack 5 with items: ['0090016800_08062023029602', '0090016800_08062023029602']
Stack 6 with items: ['0090016800_08062023029602', '0090016800_08062023029602']
Stack 7 with items: ['0090016800_08062023029602', '0090016800_08062023029602']
Stack 8 with items: ['0090016800_08062023028301', '0090016800_08062023017772', '0090016800_08062023026780', '0090016800_08062023027262', '0090016800_08062023006006']
Stack 9 with items: ['0090016800_08062023025230', '0090016800_08062023025230']
Stack 10 with items: ['0090016800_08062023025230', '0090016800_08062023016640']
Stack 11 with items: ['0090016800_08062023016640', '0090016800_08062023016640']
Stack 12 with items: ['0090016800_08062023016640', '0090016800_08062023016640']
Stack 13 with items: ['0090016800_08062023016640', '0090016800_08062023009674']
Stack 14 with items: ['0090016800_08062023009674', '0090016800_08062023009674']
Stack 15 with items: ['0090016800_08062023009674', '0090016800_08062023009674']
Stack 16 with items: ['0090016800_08062023009674', '0090016800_08062023009674']
Stack 17 with items: ['0090016800_08062023009674', '0090016800_08062023004725']
Stack 18 with items: ['0090016800_08062023004725', '0090016800_08062023004725']
Stack 19 with items: ['0090016800_08062023001918', '0090016800_08062023001918']
Stack 20 with items: ['0090016800_08062023001918', '0090016800_08062023001918']
Stack 21 with items: ['0090016800_08062023001918', '0090016800_08062023001635']
Heuristic packed all stacks
