dataset: X
instance: AS
+-----------+
2D Packing Heuristic in Truck P193706601
Min2DVol: 59.70232500000004 [m2]
Stack 0 with items: ['0090018000_08062023012874']
Stack 1 with items: ['0090018000_08062023012874']
Stack 2 with items: ['0090018000_08062023012874']
Stack 3 with items: ['0090018000_08062023012874']
Stack 4 with items: ['0090018000_08062023012874']
Stack 5 with items: ['0090018000_08062023012874']
Stack 6 with items: ['0090018000_08062023012874']
Stack 7 with items: ['0090018000_08062023006711']
Stack 8 with items: ['0090018000_08062023001749']
Stack 9 with items: ['0090018000_08062023012874']
Stack 10 with items: ['0090018000_08062023012874']
Stack 11 with items: ['0090018000_08062023012874']
Stack 12 with items: ['0090018000_08062023006711']
Stack 13 with items: ['0090018000_08062023014551', '0090018000_08062023014551']
Stack 14 with items: ['0090018000_08062023014551', '0090018000_08062023014551']
Stack 15 with items: ['0090018000_08062023014551', '0090018000_08062023014551']
Stack 16 with items: ['0090018000_08062023014551', '0090018000_08062023014551']
Stack 17 with items: ['0090018000_08062023014551', '0090018000_08062023014551']
Stack 18 with items: ['0090018000_08062023014551', '0090018000_08062023014551']
Stack 19 with items: ['0090018000_08062023014551', '0090018000_08062023014551']
Stack 20 with items: ['0090018000_08062023008584', '0090018000_08062023008584']
Stack 21 with items: ['0090018000_08062023008584', '0090018000_08062023008584']
Stack 22 with items: ['0090018000_08062023008584', '0090018000_08062023008584']
Stack 23 with items: ['0090018000_08062023008584', '0090018000_08062023008584']
Stack 24 with items: ['0090018000_08062023008584', '0090018000_08062023008584']
Stack 25 with items: ['0090018000_08062023008584', '0090018000_08062023008584']
Stack 26 with items: ['0090018000_08062023013060', '0090018000_08062023013060']
Stack 27 with items: ['0090018000_08062023013831', '0090018000_08062023013831']
Stack 28 with items: ['0090018000_08062023013060', '0090018000_08062023013060']
Stack 29 with items: ['0090018000_08062023013060', '0090018000_08062023013060']
Stack 30 with items: ['0090018000_08062023013060', '0090018000_08062023013060']
Stack 31 with items: ['0090018000_08062023013831', '0090018000_08062023013831']
Stack 32 with items: ['0090018000_08062023013831', '0090018000_08062023013831']
Stack 33 with items: ['0090018000_08062023013831', '0090018000_08062023013831']
Heuristic packed all stacks
