dataset: X
instance: TA
+-----------+
2D Packing Heuristic in Truck P207382103
Min2DVol: 43.680000000000014 [m2]
Stack 0 with items: ['0090038300_08062023012125', '0090038300_08062023009757', '0090038300_08062023006186']
Stack 1 with items: ['0090038300_08062023000623', '0090038300_08062023006456', '0090038300_08062023006456']
Stack 2 with items: ['0090038300_08062023003786', '0090038300_08062023003086', '0090038300_08062023003086']
Stack 3 with items: ['0090038300_08062023005893', '0090038300_08062023005893', '0090038300_08062023011388']
Stack 4 with items: ['0090038300_08062023012821', '0090038300_08062023011775']
Stack 5 with items: ['0090038300_08062023011775', '0090038300_08062023011738']
Stack 6 with items: ['0090038300_08062023010845', '0090038300_08062023010317']
Stack 7 with items: ['0090038300_08062023008682', '0090038300_08062023008214']
Stack 8 with items: ['0090038300_08062023008214', '0090038300_08062023007805']
Stack 9 with items: ['0090038300_08062023007805', '0090038300_08062023007805']
Stack 10 with items: ['0090038300_08062023007805', '0090038300_08062023007805']
Stack 11 with items: ['0090038300_08062023007661', '0090038300_08062023007661']
Stack 12 with items: ['0090038300_08062023007661', '0090038300_08062023007661']
Stack 13 with items: ['0090038300_08062023007661', '0090038300_08062023007661']
Stack 14 with items: ['0090038300_08062023007661', '0090038300_08062023007341']
Stack 15 with items: ['0090038300_08062023007049', '0090038300_08062023006408']
Stack 16 with items: ['0090038300_08062023006017', '0090038300_08062023006017']
Stack 17 with items: ['0090038300_08062023006017', '0090038300_08062023006017']
Stack 18 with items: ['0090038300_08062023006017', '0090038300_08062023006017']
Stack 19 with items: ['0090038300_08062023006017', '0090038300_08062023006017']
Stack 20 with items: ['0090038300_08062023005447', '0090038300_08062023004448']
Stack 21 with items: ['0090038300_08062023004367', '0090038300_08062023004367']
Stack 22 with items: ['0090038300_08062023003643', '0090038300_08062023001764']
Stack 23 with items: ['0090038300_08062023001672', '0090038300_08062023001672']
Stack 24 with items: ['0090038300_08062023001672', '0090038300_08062023001672']
Stack 25 with items: ['0090038300_08062023001672', '0090038300_08062023001672']
Stack 26 with items: ['0090038300_08062023001330', '0090038300_08062023001302']
Stack 27 with items: ['0090038300_08062023001302', '0090038300_08062023001302']
Stack 28 with items: ['0090038300_08062023001302', '0090038300_08062023001302']
Stack 29 with items: ['0090038300_08062023001302', '0090038300_08062023001302']
Stack 30 with items: ['0090038300_08062023001302', '0090038300_08062023001276']
Stack 31 with items: ['0090038300_08062023001010', '0090038300_08062023000870']
Stack 32 with items: ['0090038300_08062023000870', '0090038300_08062023000870']
Stack 33 with items: ['0090038300_08062023000870', '0090038300_08062023000870']
Stacks not packed:
Stack 4 missing: ['0090038300_08062023012821', '0090038300_08062023011775']
Stack 5 missing: ['0090038300_08062023011775', '0090038300_08062023011738']
Stack 6 missing: ['0090038300_08062023010845', '0090038300_08062023010317']
Stack 7 missing: ['0090038300_08062023008682', '0090038300_08062023008214']
Stack 15 missing: ['0090038300_08062023007049', '0090038300_08062023006408']
Stack 21 missing: ['0090038300_08062023004367', '0090038300_08062023004367']
Stack 22 missing: ['0090038300_08062023003643', '0090038300_08062023001764']
Stack 26 missing: ['0090038300_08062023001330', '0090038300_08062023001302']
Stack 30 missing: ['0090038300_08062023001302', '0090038300_08062023001276']
Stack 31 missing: ['0090038300_08062023001010', '0090038300_08062023000870']
