dataset: X
instance: TR2
+-----------+
2D Packing Heuristic in Truck P205420203
Min2DVol: 24.834180000000003 [m2]
Stack 0 with items: ['0090017000_08062023018710', '0090017000_08062023018710']
Stack 1 with items: ['0090017000_08062023003806', '0090017000_08062023031384']
Stack 2 with items: ['0090017000_08062023038362', '0090017000_08062023038362', '0090017000_08062023038362']
Stack 3 with items: ['0090017000_08062023038362', '0090017000_08062023038362', '0090017000_08062023038362']
Stack 4 with items: ['0090017000_08062023038362', '0090017000_08062023038362', '0090017000_08062023038362']
Stack 5 with items: ['0090017000_08062023038362', '0090017000_08062023029776', '0090017000_08062023029776']
Stack 6 with items: ['0090017000_08062023029776', '0090017000_08062023029776', '0090017000_08062023029776']
Stack 7 with items: ['0090017000_08062023029776', '0090017000_08062023029776', '0090017000_08062023029776']
Stack 8 with items: ['0090017000_08062023029776', '0090017000_08062023004066', '0090017000_08062023029776']
Stack 9 with items: ['0090017000_08062023004066', '0090017000_08062023004066', '0090017000_08062023004066']
Stack 10 with items: ['0090017000_08062023004066', '0090017000_08062023004066', '0090017000_08062023004066']
Stack 11 with items: ['0090017000_08062023004066', '0090017000_08062023004066', '0090017000_08062023004066']
Stack 12 with items: ['0090017000_08062023004066', '0090017000_08062023004066', '0090017000_08062023004066']
Stack 13 with items: ['0090017000_08062023004066', '0090017000_08062023004066', '0090017000_08062023004066']
Stack 14 with items: ['0090017000_08062023004066', '0090017000_08062023004066', '0090017000_08062023004066']
Stack 15 with items: ['0090017000_08062023004066', '0090017000_08062023004066', '0090017000_08062023004066']
Stack 16 with items: ['0090017000_08062023030443', '0090017000_08062023030443', '0090017000_08062023040109']
Stack 17 with items: ['0090017000_08062023008594', '0090017000_08062023008594', '0090017000_08062023008594']
Stack 18 with items: ['0090017000_08062023008594', '0090017000_08062023008594', '0090017000_08062023008594']
Stack 19 with items: ['0090017000_08062023040109', '0090017000_08062023030443', '0090017000_08062023040109']
Stack 20 with items: ['0090017000_08062023030423', '0090017000_08062023030473', '0090017000_08062023031282']
Heuristic packed all stacks
