dataset: B
instance: CL
+-----------+
2D Packing Heuristic in Truck P339220903
Min2DVol: 25.199999999999992 [m2]
Stack 0 with items: ['0090016100_26102022000643', '0090016100_26102022000643', '0090016100_26102022000643']
Stack 1 with items: ['0090016100_26102022000643', '0090016100_26102022000643', '0090016100_26102022000643']
Stack 2 with items: ['0090016100_26102022000643', '0090016100_26102022000643', '0090016100_26102022000643']
Stack 3 with items: ['0090016100_26102022000643', '0090016100_26102022000643', '0090016100_26102022000643']
Stack 4 with items: ['0090016100_26102022000643', '0090016100_26102022000643', '0090016100_26102022000643']
Stack 5 with items: ['0090016100_26102022000643', '0090016100_26102022000643', '0090016100_26102022000643']
Stack 6 with items: ['0090016100_26102022000643', '0090016100_26102022000643', '0090016100_26102022000643']
Stack 7 with items: ['0090016100_26102022000643', '0090016100_26102022000643', '0090016100_26102022000643']
Stack 8 with items: ['0090016100_26102022000643', '0090016100_26102022000643', '0090016100_26102022000643']
Stack 9 with items: ['0090016100_26102022000643', '0090016100_26102022000643', '0090016100_26102022000643']
Stack 10 with items: ['0090016100_26102022000643', '0090016100_26102022000643', '0090016100_26102022000643']
Stack 11 with items: ['0090016100_26102022000643', '0090016100_26102022000277', '0090016100_26102022000277']
Stack 12 with items: ['0090016100_26102022000277', '0090016100_26102022000277', '0090016100_26102022000277']
Stack 13 with items: ['0090016100_26102022000277', '0090016100_26102022000277', '0090016100_26102022000277']
Stack 14 with items: ['0090016100_26102022000277', '0090016100_26102022000277', '0090016100_26102022000277']
Stack 15 with items: ['0090016100_26102022000277', '0090016100_26102022000277', '0090016100_26102022000277']
Stack 16 with items: ['0090016100_26102022000277', '0090016100_26102022000277', '0090016100_26102022000277']
Stack 17 with items: ['0090016100_26102022000277', '0090016100_26102022000277', '0090016100_26102022000277']
Stack 18 with items: ['0090016100_26102022000277', '0090016100_26102022000277', '0090016100_26102022000277']
Stack 19 with items: ['0090016100_26102022000277', '0090016100_26102022000277', '0090016100_26102022000277']
Stack 20 with items: ['0090016100_26102022000277']
Heuristic packed all stacks
