dataset: C
instance: DO
+-----------+
2D Packing Heuristic in Truck P118215011
Min2DVol: 14.300000000000002 [m2]
Stack 0 with items: ['0090019100_27022023037747', '0090019100_27022023037747', '0090019100_27022023037747']
Stack 1 with items: ['0090019100_27022023037747', '0090019100_27022023037747', '0090019100_27022023037747']
Stack 2 with items: ['0090019100_27022023037747', '0090019100_27022023037747', '0090019100_27022023037747']
Stack 3 with items: ['0090019100_27022023037747', '0090019100_27022023037747', '0090019100_27022023037747']
Stack 4 with items: ['0090019100_27022023037747', '0090019100_27022023037747', '0090019100_27022023037747']
Stack 5 with items: ['0090019100_27022023037747', '0090019100_27022023027596', '0090019100_27022023037747']
Stack 6 with items: ['0090019100_27022023027596', '0090019100_27022023027596', '0090019100_27022023027596']
Stack 7 with items: ['0090019100_27022023027596', '0090019100_27022023027596', '0090019100_27022023027596']
Stack 8 with items: ['0090019100_27022023027596', '0090019100_27022023027596', '0090019100_27022023027596']
Stack 9 with items: ['0090019100_27022023027596', '0090019100_27022023027596', '0090019100_27022023027596']
Stack 10 with items: ['0090019100_27022023027596', '0090019100_27022023025845', '0090019100_27022023027596']
Heuristic packed all stacks
