dataset: X
instance: TR4
+-----------+
2D Packing Heuristic in Truck P214425503
Min2DVol: 31.968960000000017 [m2]
Stack 0 with items: ['0090017000_14062023018099', '0090017000_14062023018523', '0090017000_14062023026241']
Stack 1 with items: ['0090017000_14062023003739', '0090017000_14062023042203', '0090017000_14062023042203']
Stack 2 with items: ['0090017000_14062023040005', '0090017000_14062023010161', '0090017000_14062023040005']
Stack 3 with items: ['0090017000_14062023026241', '0090017000_14062023000900', '0090017000_14062023027278']
Stack 4 with items: ['0090017000_14062023012865']
Stack 5 with items: ['0090017000_14062023030365', '0090017000_14062023035499', '0090017000_14062023039904']
Stack 6 with items: ['0090017000_14062023044604', '0090017000_14062023039904', '0090017000_14062023009565']
Stack 7 with items: ['0090017000_14062023012865', '0090017000_14062023012865', '0090017000_14062023012865']
Stack 8 with items: ['0090017000_14062023040719', '0090017000_14062023040719']
Stack 9 with items: ['0090017000_14062023040719', '0090017000_14062023040719']
Stack 10 with items: ['0090017000_14062023040719', '0090017000_14062023039061']
Stack 11 with items: ['0090017000_14062023040647', '0090017000_14062023028099']
Stack 12 with items: ['0090017000_14062023039061', '0090017000_14062023039061']
Stack 13 with items: ['0090017000_14062023039061', '0090017000_14062023039061']
Stack 14 with items: ['0090017000_14062023039061', '0090017000_14062023039061']
Stack 15 with items: ['0090017000_14062023036086', '0090017000_14062023032683']
Stack 16 with items: ['0090017000_14062023028099', '0090017000_14062023028099']
Stack 17 with items: ['0090017000_14062023028099', '0090017000_14062023028099']
Stack 18 with items: ['0090017000_14062023028099', '0090017000_14062023024848']
Stack 19 with items: ['0090017000_14062023015313', '0090017000_14062023012378']
Stack 20 with items: ['0090017000_14062023012378', '0090017000_14062023012378']
Stack 21 with items: ['0090017000_14062023012378', '0090017000_14062023012378']
Stack 22 with items: ['0090017000_14062023012378', '0090017000_14062023012378']
Stack 23 with items: ['0090017000_14062023011388', '0090017000_14062023011388']
Heuristic packed all stacks
