dataset: X
instance: FC
+-----------+
2D Packing Heuristic in Truck P178549305
Min2DVol: 32.160000000000004 [m2]
Stack 0 with items: ['0091017600_08062023004862', '0091017600_08062023004862', '0091017600_08062023004862']
Stack 1 with items: ['0091017600_08062023001479', '0091017600_08062023002386']
Stack 2 with items: ['0091017600_08062023006680', '0091017600_08062023006680']
Stack 3 with items: ['0091017600_08062023006680', '0091017600_08062023006680']
Stack 4 with items: ['0091017600_08062023002763', '0091017600_08062023002763']
Stack 5 with items: ['0091017600_08062023002763', '0091017600_08062023002763']
Stack 6 with items: ['0091017600_08062023002763', '0091017600_08062023002763']
Stack 7 with items: ['0091017600_08062023002763', '0091017600_08062023002763']
Stack 8 with items: ['0091017600_08062023002763', '0091017600_08062023002763']
Stack 9 with items: ['0091017600_08062023002763', '0091017600_08062023002763']
Stack 10 with items: ['0091017600_08062023002763', '0091017600_08062023002763']
Stack 11 with items: ['0091017600_08062023002763', '0091017600_08062023002763']
Stack 12 with items: ['0091017600_08062023002992', '0091017600_08062023002992']
Stack 13 with items: ['0091017600_08062023002992', '0091017600_08062023002992']
Heuristic packed all stacks
