dataset: A
instance: BY
+-----------+
2D Packing Heuristic in Truck P262067501
Min2DVol: 31.66956000000001 [m2]
Stack 0 with items: ['0090016900_03072022012971', '0090016900_03072022012971']
Stack 1 with items: ['0090016900_03072022012971', '0090016900_03072022012971']
Stack 2 with items: ['0090016900_03072022012971', '0090016900_03072022012971']
Stack 3 with items: ['0090016900_03072022012971', '0090016900_03072022012971']
Stack 4 with items: ['0090016900_03072022012971', '0090016900_03072022012971']
Stack 5 with items: ['0090016900_03072022012971', '0090016900_03072022012971']
Stack 6 with items: ['0090016900_03072022012971', '0090016900_03072022012971']
Stack 7 with items: ['0090016900_03072022012971', '0090016900_03072022011156']
Stack 8 with items: ['0090016900_03072022010655', '0090016900_03072022003046', '0090016900_03072022010655']
Stack 9 with items: ['0090016900_03072022010655', '0090016900_03072022010655']
Stack 10 with items: ['0090016900_03072022010655', '0090016900_03072022010655']
Stack 11 with items: ['0090016900_03072022007928', '0090016900_03072022007928']
Stack 12 with items: ['0090016900_03072022007928', '0090016900_03072022007928']
Stack 13 with items: ['0090016900_03072022007561', '0090016900_03072022005154']
Stack 14 with items: ['0090016900_03072022005154', '0090016900_03072022005154']
Stack 15 with items: ['0090016900_03072022005154', '0090016900_03072022002356']
Stack 16 with items: ['0090016900_03072022002356', '0090016900_03072022002356']
Stack 17 with items: ['0090016900_03072022002356', '0090016900_03072022002356']
Stack 18 with items: ['0090016900_03072022002356', '0090016900_03072022002356']
Stack 19 with items: ['0090016900_03072022002356', '0090016900_03072022002356']
Stack 20 with items: ['0090016900_03072022002356', '0090016900_03072022002356']
Stack 21 with items: ['0090016900_03072022002356', '0090016900_03072022002356']
Stack 22 with items: ['0090016900_03072022002356', '0090016900_03072022001037']
Stack 23 with items: ['0090016900_03072022001037', '0090016900_03072022001037']
Stack 24 with items: ['0090016900_03072022001037', '0090016900_03072022001037']
Stack 25 with items: ['0090016900_03072022001037', '0090016900_03072022001037']
Heuristic packed all stacks
