dataset: X
instance: AS
+-----------+
2D Packing Heuristic in Truck P187731301
Min2DVol: 30.720000000000017 [m2]
Stack 0 with items: ['0090018000_08062023012996', '0090018000_08062023012996']
Stack 1 with items: ['0090018000_08062023012996', '0090018000_08062023012996']
Stack 2 with items: ['0090018000_08062023012996', '0090018000_08062023012996']
Stack 3 with items: ['0090018000_08062023012996', '0090018000_08062023012996']
Stack 4 with items: ['0090018000_08062023012996', '0090018000_08062023012996']
Stack 5 with items: ['0090018000_08062023012996', '0090018000_08062023012996']
Stack 6 with items: ['0090018000_08062023012996', '0090018000_08062023012996']
Stack 7 with items: ['0090018000_08062023012996', '0090018000_08062023012996']
Stack 8 with items: ['0090018000_08062023012996', '0090018000_08062023012996']
Stack 9 with items: ['0090018000_08062023012996', '0090018000_08062023012996']
Stack 10 with items: ['0090018000_08062023004973', '0090018000_08062023004973']
Stack 11 with items: ['0090018000_08062023004973', '0090018000_08062023004973']
Stack 12 with items: ['0090018000_08062023004973', '0090018000_08062023004973']
Stack 13 with items: ['0090018000_08062023004602', '0090018000_08062023003366']
Stack 14 with items: ['0090018000_08062023001723', '0090018000_08062023001723']
Stack 15 with items: ['0090018000_08062023001723', '0090018000_08062023000591']
Heuristic packed all stacks
