dataset: B
instance: FS2
+-----------+
2D Packing Heuristic in Truck P355634201
Min2DVol: 21.930300000000003 [m2]
Stack 0 with items: ['0091017500_26102022001067']
Stack 1 with items: ['0091017500_26102022000066']
Stack 2 with items: ['0091017500_26102022000631']
Stack 3 with items: ['0091017500_26102022000906', '0091017500_26102022001228']
Stack 4 with items: ['0091017500_26102022000424', '0091017500_26102022001450']
Stack 5 with items: ['0091017500_26102022000276', '0091017500_26102022000232']
Stack 6 with items: ['0091017500_26102022000800', '0091017500_26102022000743']
Stack 7 with items: ['0091017500_26102022000431', '0091017500_26102022000431']
Stack 8 with items: ['0091017500_26102022000431', '0091017500_26102022000431']
Stack 9 with items: ['0091017500_26102022000431', '0091017500_26102022000431']
Stack 10 with items: ['0091017500_26102022000431', '0091017500_26102022000431']
Stack 11 with items: ['0091017500_26102022000431', '0091017500_26102022000431']
Stack 12 with items: ['0091017500_26102022000431', '0091017500_26102022000431']
Stack 13 with items: ['0091017500_26102022000431', '0091017500_26102022000431']
Heuristic packed all stacks
