dataset: B
instance: MA2
+-----------+
2D Packing Heuristic in Truck P311038501
Min2DVol: 30.960000000000004 [m2]
Stack 0 with items: ['0090016200_26102022018950', '0090016200_26102022018950']
Stack 1 with items: ['0090016200_26102022018950', '0090016200_26102022018950']
Stack 2 with items: ['0090016200_26102022018950', '0090016200_26102022018950']
Stack 3 with items: ['0090016200_26102022018950', '0090016200_26102022018950']
Stack 4 with items: ['0090016200_26102022018950', '0090016200_26102022018950']
Stack 5 with items: ['0090016200_26102022018950', '0090016200_26102022018950']
Stack 6 with items: ['0090016200_26102022018279', '0090016200_26102022018279']
Stack 7 with items: ['0090016200_26102022018279', '0090016200_26102022018279']
Stack 8 with items: ['0090016200_26102022018279', '0090016200_26102022018279']
Stack 9 with items: ['0090016200_26102022016702', '0090016200_26102022016702']
Stack 10 with items: ['0090016200_26102022016702', '0090016200_26102022013090']
Stack 11 with items: ['0090016200_26102022013090', '0090016200_26102022013090']
Stack 12 with items: ['0090016200_26102022007187', '0090016200_26102022002655']
Stack 13 with items: ['0090016200_26102022008771', '0090016200_26102022008771']
Stack 14 with items: ['0090016200_26102022004162', '0090016200_26102022004162']
Heuristic packed all stacks
