dataset: B
instance: TA
+-----------+
2D Packing Heuristic in Truck P316386501
Min2DVol: 30.433440000000008 [m2]
Stack 0 with items: ['0090038300_26102022009440', '0090038300_26102022004505', '0090038300_26102022009440']
Stack 1 with items: ['0090038300_26102022009440', '0090038300_26102022008349']
Stack 2 with items: ['0090038300_26102022007404', '0090038300_26102022007404']
Stack 3 with items: ['0090038300_26102022007404', '0090038300_26102022007404']
Stack 4 with items: ['0090038300_26102022007404', '0090038300_26102022007404']
Stack 5 with items: ['0090038300_26102022007404', '0090038300_26102022007404']
Stack 6 with items: ['0090038300_26102022007404', '0090038300_26102022007404']
Stack 7 with items: ['0090038300_26102022007404', '0090038300_26102022006839']
Stack 8 with items: ['0090038300_26102022006839', '0090038300_26102022006839']
Stack 9 with items: ['0090038300_26102022006839', '0090038300_26102022006839']
Stack 10 with items: ['0090038300_26102022006839', '0090038300_26102022006618']
Stack 11 with items: ['0090038300_26102022006618', '0090038300_26102022006618']
Stack 12 with items: ['0090038300_26102022006618', '0090038300_26102022006618']
Stack 13 with items: ['0090038300_26102022006618', '0090038300_26102022006618']
Stack 14 with items: ['0090038300_26102022006618', '0090038300_26102022004376']
Stack 15 with items: ['0090038300_26102022002561', '0090038300_26102022002561']
Stack 16 with items: ['0090038300_26102022002561', '0090038300_26102022002561']
Stack 17 with items: ['0090038300_26102022002561', '0090038300_26102022002561']
Stack 18 with items: ['0090038300_26102022002561', '0090038300_26102022002561']
Stack 19 with items: ['0090038300_26102022002561', '0090038300_26102022002381']
Stack 20 with items: ['0090038300_26102022002381', '0090038300_26102022002381']
Stack 21 with items: ['0090038300_26102022002381', '0090038300_26102022002381']
Stack 22 with items: ['0090038300_26102022002381', '0090038300_26102022002299']
Stack 23 with items: ['0090038300_26102022002299', '0090038300_26102022001403']
Stack 24 with items: ['0090038300_26102022006611', '0090038300_26102022001755', '0090038300_26102022006611']
Heuristic packed all stacks
