dataset: C
instance: TA
+-----------+
2D Packing Heuristic in Truck P094386303
Min2DVol: 28.854180000000007 [m2]
Stack 0 with items: ['0090038300_27022023035908', '0090038300_27022023033403', '0090038300_27022023035697', '0090038300_27022023035697', '0090038300_27022023032594', '0090038300_27022023035908']
Stack 1 with items: ['0090038300_27022023032594', '0090038300_27022023019300', '0090038300_27022023027932', '0090038300_27022023027932', '0090038300_27022023018094']
Stack 2 with items: ['0090038300_27022023017498', '0090038300_27022023008086', '0090038300_27022023008086', '0090038300_27022023012678', '0090038300_27022023012678', '0090038300_27022023015607', '0090038300_27022023003027', '0090038300_27022023017498']
Stack 3 with items: ['0090038300_27022023017276', '0090038300_27022023017276', '0090038300_27022023017276']
Stack 4 with items: ['0090038300_27022023015977', '0090038300_27022023017276', '0090038300_27022023025442']
Stack 5 with items: ['0090038300_27022023015977', '0090038300_27022023011561', '0090038300_27022023011561']
Stack 6 with items: ['0090038300_27022023025442', '0090038300_27022023011561', '0090038300_27022023025442']
Stack 7 with items: ['0090038300_27022023025442', '0090038300_27022023011561', '0090038300_27022023011561']
Stack 8 with items: ['0090038300_27022023017276', '0090038300_27022023015977', '0090038300_27022023015977']
Stack 9 with items: ['0090038300_27022023015977', '0090038300_27022023011561', '0090038300_27022023015977']
Stack 10 with items: ['0090038300_27022023003511', '0090038300_27022023003511', '0090038300_27022023003511']
Stack 11 with items: ['0090038300_27022023017276', '0090038300_27022023017276', '0090038300_27022023017276']
Stack 12 with items: ['0090038300_27022023025442', '0090038300_27022023011561', '0090038300_27022023025442']
Stack 13 with items: ['0090038300_27022023026093', '0090038300_27022023026093', '0090038300_27022023026093']
Stack 14 with items: ['0090038300_27022023026093', '0090038300_27022023026093', '0090038300_27022023026093']
Stack 15 with items: ['0090038300_27022023026093', '0090038300_27022023026093', '0090038300_27022023026093']
Stack 16 with items: ['0090038300_27022023026093', '0090038300_27022023026093', '0090038300_27022023026093']
Stack 17 with items: ['0090038300_27022023026093', '0090038300_27022023026093', '0090038300_27022023026093']
Heuristic packed all stacks
