dataset: X
instance: BY7
+-----------+
2D Packing Heuristic in Truck P191069003
Min2DVol: 31.360000000000042 [m2]
Stack 0 with items: ['0090016900_14062023006812']
Stack 1 with items: ['0090016900_14062023001084']
Stack 2 with items: ['0090016900_14062023041577', '0090016900_14062023041577']
Stack 3 with items: ['0090016900_14062023041577', '0090016900_14062023041577']
Stack 4 with items: ['0090016900_14062023041577', '0090016900_14062023041577']
Stack 5 with items: ['0090016900_14062023041577', '0090016900_14062023041577']
Stack 6 with items: ['0090016900_14062023041577', '0090016900_14062023041577']
Stack 7 with items: ['0090016900_14062023041577', '0090016900_14062023041577']
Stack 8 with items: ['0090016900_14062023041577', '0090016900_14062023041577']
Stack 9 with items: ['0090016900_14062023034937', '0090016900_14062023032956']
Stack 10 with items: ['0090016900_14062023032956', '0090016900_14062023032956']
Stack 11 with items: ['0090016900_14062023032956', '0090016900_14062023032956']
Stack 12 with items: ['0090016900_14062023025335', '0090016900_14062023025335']
Stack 13 with items: ['0090016900_14062023025335', '0090016900_14062023025335']
Stack 14 with items: ['0090016900_14062023025335', '0090016900_14062023025335']
Stack 15 with items: ['0090016900_14062023025052', '0090016900_14062023021805']
Stack 16 with items: ['0090016900_14062023021805', '0090016900_14062023021805']
Stack 17 with items: ['0090016900_14062023021805', '0090016900_14062023021805']
Stack 18 with items: ['0090016900_14062023021805', '0090016900_14062023021805']
Stack 19 with items: ['0090016900_14062023021805', '0090016900_14062023021805']
Stack 20 with items: ['0090016900_14062023021805', '0090016900_14062023021805']
Stack 21 with items: ['0090016900_14062023021805', '0090016900_14062023021805']
Stack 22 with items: ['0090016900_14062023021805', '0090016900_14062023021805']
Stack 23 with items: ['0090016900_14062023021805', '0090016900_14062023021805']
Stack 24 with items: ['0090016900_14062023018649', '0090016900_14062023018649']
Stack 25 with items: ['0090016900_14062023018649', '0090016900_14062023018649']
Stack 26 with items: ['0090016900_14062023013499', '0090016900_14062023013499']
Stack 27 with items: ['0090016900_14062023013499', '0090016900_14062023013499']
Stack 28 with items: ['0090016900_14062023013499', '0090016900_14062023013499']
Stack 29 with items: ['0090016900_14062023013499', '0090016900_14062023013499']
Stack 30 with items: ['0090016900_14062023012303', '0090016900_14062023012303']
Stack 31 with items: ['0090016900_14062023012303', '0090016900_14062023012303']
Stack 32 with items: ['0090016900_14062023012303', '0090016900_14062023012303']
Stack 33 with items: ['0090016900_14062023012303', '0090016900_14062023012303']
Stack 34 with items: ['0090016900_14062023012303', '0090016900_14062023012303']
Stack 35 with items: ['0090016900_14062023012303', '0090016900_14062023012303']
Stack 36 with items: ['0090016900_14062023012303', '0090016900_14062023012303']
Stack 37 with items: ['0090016900_14062023012303', '0090016900_14062023012303']
Stack 38 with items: ['0090016900_14062023012303', '0090016900_14062023011424']
Stack 39 with items: ['0090016900_14062023011424', '0090016900_14062023011424']
Stack 40 with items: ['0090016900_14062023011424', '0090016900_14062023011424']
Stack 41 with items: ['0090016900_14062023011424', '0090016900_14062023011424']
Stack 42 with items: ['0090016900_14062023011424', '0090016900_14062023011424']
Stack 43 with items: ['0090016900_14062023011424', '0090016900_14062023011424']
Stack 44 with items: ['0090016900_14062023011424', '0090016900_14062023011424']
Stack 45 with items: ['0090016900_14062023011424', '0090016900_14062023009175']
Stack 46 with items: ['0090016900_14062023009175', '0090016900_14062023009175']
Stack 47 with items: ['0090016900_14062023009175', '0090016900_14062023009175']
Stack 48 with items: ['0090016900_14062023009175', '0090016900_14062023009175']
Stack 49 with items: ['0090016900_14062023009175', '0090016900_14062023009175']
Stack 50 with items: ['0090016900_14062023009175', '0090016900_14062023009175']
Stack 51 with items: ['0090016900_14062023009175', '0090016900_14062023007001']
Stack 52 with items: ['0090016900_14062023007001', '0090016900_14062023007001']
Stack 53 with items: ['0090016900_14062023007001', '0090016900_14062023005821']
Stack 54 with items: ['0090016900_14062023005821', '0090016900_14062023005821']
Stack 55 with items: ['0090016900_14062023005821', '0090016900_14062023005821']
Stack 56 with items: ['0090016900_14062023005821', '0090016900_14062023005821']
Stack 57 with items: ['0090016900_14062023005821', '0090016900_14062023005821']
Stack 58 with items: ['0090016900_14062023005821', '0090016900_14062023005821']
Stack 59 with items: ['0090016900_14062023005821', '0090016900_14062023005821']
Stack 60 with items: ['0090016900_14062023002212', '0090016900_14062023002212']
Stack 61 with items: ['0090016900_14062023002212', '0090016900_14062023002212']
Stack 62 with items: ['0090016900_14062023002212', '0090016900_14062023002212']
Stack 63 with items: ['0090016900_14062023002212', '0090016900_14062023002212']
Stack 64 with items: ['0090016900_14062023002212', '0090016900_14062023002212']
Stack 65 with items: ['0090016900_14062023002212', '0090016900_14062023002212']
Stack 66 with items: ['0090016900_14062023002212', '0090016900_14062023002212']
Stack 67 with items: ['0090016900_14062023001754', '0090016900_14062023001754']
Stack 68 with items: ['0090016900_14062023001754', '0090016900_14062023001754']
Stack 69 with items: ['0090016900_14062023001754', '0090016900_14062023001754']
Stack 70 with items: ['0090016900_14062023001754', '0090016900_14062023001754']
Stack 71 with items: ['0090016900_14062023001754', '0090016900_14062023001701']
Stack 72 with items: ['0090016900_14062023001701', '0090016900_14062023001701']
Stack 73 with items: ['0090016900_14062023001701', '0090016900_14062023001701']
Stack 74 with items: ['0090016900_14062023001701', '0090016900_14062023001701']
Stack 75 with items: ['0090016900_14062023001701', '0090016900_14062023001701']
Stack 76 with items: ['0090016900_14062023001701', '0090016900_14062023001701']
Stack 77 with items: ['0090016900_14062023001701', '0090016900_14062023001701']
Stacks not packed:
Stack 1 missing: ['0090016900_14062023001084']
Stack 2 missing: ['0090016900_14062023041577', '0090016900_14062023041577']
Stack 3 missing: ['0090016900_14062023041577', '0090016900_14062023041577']
Stack 4 missing: ['0090016900_14062023041577', '0090016900_14062023041577']
Stack 5 missing: ['0090016900_14062023041577', '0090016900_14062023041577']
Stack 6 missing: ['0090016900_14062023041577', '0090016900_14062023041577']
Stack 7 missing: ['0090016900_14062023041577', '0090016900_14062023041577']
Stack 8 missing: ['0090016900_14062023041577', '0090016900_14062023041577']
Stack 9 missing: ['0090016900_14062023034937', '0090016900_14062023032956']
Stack 10 missing: ['0090016900_14062023032956', '0090016900_14062023032956']
Stack 11 missing: ['0090016900_14062023032956', '0090016900_14062023032956']
Stack 15 missing: ['0090016900_14062023025052', '0090016900_14062023021805']
Stack 24 missing: ['0090016900_14062023018649', '0090016900_14062023018649']
Stack 25 missing: ['0090016900_14062023018649', '0090016900_14062023018649']
Stack 27 missing: ['0090016900_14062023013499', '0090016900_14062023013499']
Stack 28 missing: ['0090016900_14062023013499', '0090016900_14062023013499']
Stack 29 missing: ['0090016900_14062023013499', '0090016900_14062023013499']
Stack 30 missing: ['0090016900_14062023012303', '0090016900_14062023012303']
Stack 31 missing: ['0090016900_14062023012303', '0090016900_14062023012303']
Stack 32 missing: ['0090016900_14062023012303', '0090016900_14062023012303']
Stack 33 missing: ['0090016900_14062023012303', '0090016900_14062023012303']
Stack 34 missing: ['0090016900_14062023012303', '0090016900_14062023012303']
Stack 35 missing: ['0090016900_14062023012303', '0090016900_14062023012303']
Stack 36 missing: ['0090016900_14062023012303', '0090016900_14062023012303']
Stack 37 missing: ['0090016900_14062023012303', '0090016900_14062023012303']
