dataset: X
instance: MA3
+-----------+
2D Packing Heuristic in Truck P186039405
Min2DVol: 30.396119999999982 [m2]
Stack 0 with items: ['0090016200_08062023008407', '0090016200_08062023016589', '0090016200_08062023024105', '0090016200_08062023024105', '0090016200_08062023024105']
Stack 1 with items: ['0090016200_08062023033190', '0090016200_08062023015580']
Stack 2 with items: ['0090016200_08062023032913', '0090016200_08062023015580']
Stack 3 with items: ['0090016200_08062023029991', '0090016200_08062023029991']
Stack 4 with items: ['0090016200_08062023029991', '0090016200_08062023029991']
Stack 5 with items: ['0090016200_08062023028326', '0090016200_08062023028326']
Stack 6 with items: ['0090016200_08062023028326', '0090016200_08062023022937']
Stack 7 with items: ['0090016200_08062023022937', '0090016200_08062023022937']
Stack 8 with items: ['0090016200_08062023022937', '0090016200_08062023022937']
Stack 9 with items: ['0090016200_08062023022937', '0090016200_08062023022937']
Stack 10 with items: ['0090016200_08062023022937', '0090016200_08062023022937']
Stack 11 with items: ['0090016200_08062023022937', '0090016200_08062023022937']
Stack 12 with items: ['0090016200_08062023022937', '0090016200_08062023022937']
Stack 13 with items: ['0090016200_08062023022937', '0090016200_08062023022937']
Stack 14 with items: ['0090016200_08062023022937', '0090016200_08062023022937']
Heuristic packed all stacks
