dataset: C
instance: DO
+-----------+
2D Packing Heuristic in Truck P079043003
Min2DVol: 31.218059999999987 [m2]
Stack 0 with items: ['0090019100_27022023007507', '0090019100_27022023004965', '0090019100_27022023002196', '0090019100_27022023031412', '0090019100_27022023037764']
Stack 1 with items: ['0090019100_27022023039502', '0090019100_27022023037985', '0090019100_27022023027981']
Stack 2 with items: ['0090019100_27022023027430', '0090019100_27022023023500', '0090019100_27022023027430']
Stack 3 with items: ['0090019100_27022023023500', '0090019100_27022023023500', '0090019100_27022023023500']
Stack 4 with items: ['0090019100_27022023023500', '0090019100_27022023023500', '0090019100_27022023023500']
Stack 5 with items: ['0090019100_27022023023500', '0090019100_27022023023500', '0090019100_27022023023500']
Stack 6 with items: ['0090019100_27022023023500', '0090019100_27022023023500', '0090019100_27022023023500']
Stack 7 with items: ['0090019100_27022023023500', '0090019100_27022023023500', '0090019100_27022023023500']
Stack 8 with items: ['0090019100_27022023023500', '0090019100_27022023023500', '0090019100_27022023023500']
Stack 9 with items: ['0090019100_27022023022612', '0090019100_27022023022612', '0090019100_27022023022612']
Stack 10 with items: ['0090019100_27022023022612', '0090019100_27022023022612', '0090019100_27022023022612']
Stack 11 with items: ['0090019100_27022023022612', '0090019100_27022023022612', '0090019100_27022023022612']
Stack 12 with items: ['0090019100_27022023022612', '0090019100_27022023022612', '0090019100_27022023022612']
Stack 13 with items: ['0090019100_27022023022612', '0090019100_27022023022612', '0090019100_27022023022612']
Stack 14 with items: ['0090019100_27022023022612', '0090019100_27022023022612', '0090019100_27022023022612']
Stack 15 with items: ['0090019100_27022023022612', '0090019100_27022023014450', '0090019100_27022023022612']
Stack 16 with items: ['0090019100_27022023014450', '0090019100_27022023014450', '0090019100_27022023014450']
Stack 17 with items: ['0090019100_27022023014450', '0090019100_27022023014450', '0090019100_27022023014450']
Stack 18 with items: ['0090019100_27022023014450', '0090019100_27022023014450', '0090019100_27022023014450']
Stack 19 with items: ['0090019100_27022023014450', '0090019100_27022023012028', '0090019100_27022023014450']
Stack 20 with items: ['0090019100_27022023012028', '0090019100_27022023012028', '0090019100_27022023012028']
Stack 21 with items: ['0090019100_27022023012028', '0090019100_27022023010132', '0090019100_27022023012028']
Stack 22 with items: ['0090019100_27022023010132', '0090019100_27022023010132', '0090019100_27022023010132']
Stack 23 with items: ['0090019100_27022023010132', '0090019100_27022023010132', '0090019100_27022023010132']
Stack 24 with items: ['0090019100_27022023010132', '0090019100_27022023010132', '0090019100_27022023010132']
Stack 25 with items: ['0090019100_27022023010132', '0090019100_27022023010132', '0090019100_27022023010132']
Heuristic packed all stacks
