dataset: A
instance: BY
+-----------+
2D Packing Heuristic in Truck P201064203
Min2DVol: 32.08800000000001 [m2]
Stack 0 with items: ['0090016900_03072022011092', '0090016900_03072022011092']
Stack 1 with items: ['0090016900_03072022011092', '0090016900_03072022011092']
Stack 2 with items: ['0090016900_03072022011092', '0090016900_03072022011092']
Stack 3 with items: ['0090016900_03072022011092', '0090016900_03072022011092']
Stack 4 with items: ['0090016900_03072022011092', '0090016900_03072022011092']
Stack 5 with items: ['0090016900_03072022011092', '0090016900_03072022011092']
Stack 6 with items: ['0090016900_03072022011092', '0090016900_03072022011092']
Stack 7 with items: ['0090016900_03072022011092', '0090016900_03072022011092']
Stack 8 with items: ['0090016900_03072022011092', '0090016900_03072022011092']
Stack 9 with items: ['0090016900_03072022011092', '0090016900_03072022011092']
Stack 10 with items: ['0090016900_03072022011092', '0090016900_03072022011092']
Stack 11 with items: ['0090016900_03072022011092', '0090016900_03072022002653']
Stack 12 with items: ['0090016900_03072022002653', '0090016900_03072022002653']
Stack 13 with items: ['0090016900_03072022002653', '0090016900_03072022000934']
Heuristic packed all stacks
