dataset: C
instance: PA
+-----------+
2D Packing Heuristic in Truck P115557909
Min2DVol: 27.6 [m2]
Stack 0 with items: ['0091017200_27022023050216', '0091017200_27022023012032', '0091017200_27022023012032']
Stack 1 with items: ['0091017200_27022023005728', '0091017200_27022023005728', '0091017200_27022023005728']
Stack 2 with items: ['0091017200_27022023041818', '0091017200_27022023041818']
Stack 3 with items: ['0091017200_27022023041818', '0091017200_27022023041818']
Stack 4 with items: ['0091017200_27022023041818', '0091017200_27022023041818']
Stack 5 with items: ['0091017200_27022023041818', '0091017200_27022023041818']
Stack 6 with items: ['0091017200_27022023041818', '0091017200_27022023041818']
Stack 7 with items: ['0091017200_27022023041818', '0091017200_27022023041818']
Stack 8 with items: ['0091017200_27022023053127', '0091017200_27022023053127']
Stack 9 with items: ['0091017200_27022023053127', '0091017200_27022023053127']
Stack 10 with items: ['0091017200_27022023053127', '0091017200_27022023053127']
Stack 11 with items: ['0091017200_27022023053127', '0091017200_27022023053127']
Stack 12 with items: ['0091017200_27022023053127', '0091017200_27022023053127']
Heuristic packed all stacks
