dataset: C
instance: PA
+-----------+
2D Packing Heuristic in Truck P081623201
Min2DVol: 29.33417999999999 [m2]
Stack 0 with items: ['0091017200_27022023042693', '0091017200_27022023042693', '0091017200_27022023042693', '0091017200_27022023042693', '0091017200_27022023042693']
Stack 1 with items: ['0091017200_27022023005989', '0091017200_27022023005989', '0091017200_27022023005989', '0091017200_27022023005989', '0091017200_27022023005989']
Stack 2 with items: ['0091017200_27022023059872', '0091017200_27022023025489', '0091017200_27022023025916', '0091017200_27022023053067', '0091017200_27022023054788', '0091017200_27022023006163']
Stack 3 with items: ['0091017200_27022023032070', '0091017200_27022023007231', '0091017200_27022023007231', '0091017200_27022023032070']
Stack 4 with items: ['0091017200_27022023007231', '0091017200_27022023007231', '0091017200_27022023007231', '0091017200_27022023007231']
Stack 5 with items: ['0091017200_27022023032070', '0091017200_27022023032070', '0091017200_27022023032070', '0091017200_27022023032070']
Stack 6 with items: ['0091017200_27022023007231', '0091017200_27022023007231', '0091017200_27022023007231', '0091017200_27022023007231']
Stack 7 with items: ['0091017200_27022023032070', '0091017200_27022023032070', '0091017200_27022023032070']
Stack 8 with items: ['0091017200_27022023056214', '0091017200_27022023056214', '0091017200_27022023056214']
Stack 9 with items: ['0091017200_27022023056214', '0091017200_27022023056214', '0091017200_27022023056214']
Stack 10 with items: ['0091017200_27022023054381', '0091017200_27022023054381', '0091017200_27022023054381']
Stack 11 with items: ['0091017200_27022023054381', '0091017200_27022023054381', '0091017200_27022023054381']
Stack 12 with items: ['0091017200_27022023054381', '0091017200_27022023054381', '0091017200_27022023054381']
Stack 13 with items: ['0091017200_27022023054381', '0091017200_27022023054381', '0091017200_27022023054381']
Stack 14 with items: ['0091017200_27022023017010', '0091017200_27022023017010', '0091017200_27022023017010']
Stack 15 with items: ['0091017200_27022023017010', '0091017200_27022023017010', '0091017200_27022023017010']
Stack 16 with items: ['0091017200_27022023017010', '0091017200_27022023017010', '0091017200_27022023017010']
Stack 17 with items: ['0091017200_27022023017010', '0091017200_27022023017010', '0091017200_27022023017010']
Stack 18 with items: ['0091017200_27022023017010', '0091017200_27022023017010', '0091017200_27022023017010']
Stack 19 with items: ['0091017200_27022023017010', '0091017200_27022023017010', '0091017200_27022023017010']
Stack 20 with items: ['0091017200_27022023017010', '0091017200_27022023017010', '0091017200_27022023017010']
Stack 21 with items: ['0091017200_27022023036716', '0091017200_27022023036716', '0091017200_27022023036716']
Stack 22 with items: ['0091017200_27022023036716', '0091017200_27022023036716', '0091017200_27022023036716']
Stack 23 with items: ['0091017200_27022023061150', '0091017200_27022023036716', '0091017200_27022023036716']
Stack 24 with items: ['0091017200_27022023037456', '0091017200_27022023037456', '0091017200_27022023037456']
Heuristic packed all stacks
