dataset: B
instance: FL2
+-----------+
2D Packing Heuristic in Truck P346070701
Min2DVol: 32.06400000000001 [m2]
Stack 0 with items: ['0090015100_26102022006662', '0090015100_26102022005492']
Stack 1 with items: ['0090015100_26102022001477', '0090015100_26102022001477']
Stack 2 with items: ['0090015100_26102022001477', '0090015100_26102022001477']
Stack 3 with items: ['0090015100_26102022001477', '0090015100_26102022001477']
Stack 4 with items: ['0090015100_26102022001477', '0090015100_26102022001477']
Stack 5 with items: ['0090015100_26102022001477', '0090015100_26102022001477']
Stack 6 with items: ['0090015100_26102022001477', '0090015100_26102022001477']
Stack 7 with items: ['0090015100_26102022001477', '0090015100_26102022001477']
Stack 8 with items: ['0090015100_26102022001477', '0090015100_26102022001477']
Stack 9 with items: ['0090015100_26102022001477', '0090015100_26102022001477']
Stack 10 with items: ['0090015100_26102022003995', '0090015100_26102022003995']
Stack 11 with items: ['0090015100_26102022003995', '0090015100_26102022003995']
Stack 12 with items: ['0090015100_26102022003995', '0090015100_26102022003995']
Stack 13 with items: ['0090015100_26102022003995', '0090015100_26102022003995']
Stack 14 with items: ['0090015100_26102022003995', '0090015100_26102022003995']
Stack 15 with items: ['0090015100_26102022003995', '0090015100_26102022003995']
Heuristic packed all stacks
