dataset: A
instance: FL
+-----------+
2D Packing Heuristic in Truck P237171303
Min2DVol: 30.720000000000013 [m2]
Stack 0 with items: ['0090015100_03072022011463', '0090015100_03072022011463']
Stack 1 with items: ['0090015100_03072022011463', '0090015100_03072022011463']
Stack 2 with items: ['0090015100_03072022011463', '0090015100_03072022009945']
Stack 3 with items: ['0090015100_03072022003146', '0090015100_03072022003146']
Stack 4 with items: ['0090015100_03072022003146', '0090015100_03072022003146']
Stack 5 with items: ['0090015100_03072022003146', '0090015100_03072022003146']
Stack 6 with items: ['0090015100_03072022003146', '0090015100_03072022003146']
Stack 7 with items: ['0090015100_03072022003146', '0090015100_03072022003146']
Stack 8 with items: ['0090015100_03072022003146', '0090015100_03072022003146']
Stack 9 with items: ['0090015100_03072022003146', '0090015100_03072022003146']
Stack 10 with items: ['0090015100_03072022003146', '0090015100_03072022003146']
Stack 11 with items: ['0090015100_03072022003146', '0090015100_03072022003146']
Stack 12 with items: ['0090015100_03072022003146', '0090015100_03072022003146']
Stack 13 with items: ['0090015100_03072022003146', '0090015100_03072022001819']
Stack 14 with items: ['0090015100_03072022001786', '0090015100_03072022001786']
Stack 15 with items: ['0090015100_03072022001786', '0090015100_03072022001786']
Heuristic packed all stacks
