dataset: C
instance: TR
+-----------+
2D Packing Heuristic in Truck P082277401
Min2DVol: 18.270899999999997 [m2]
Stack 0 with items: ['0090017000_27022023035901', '0090017000_27022023035901']
Stack 1 with items: ['0090017000_27022023035901', '0090017000_27022023035901']
Stack 2 with items: ['0090017000_27022023035901', '0090017000_27022023035901']
Stack 3 with items: ['0090017000_27022023035901', '0090017000_27022023031626']
Stack 4 with items: ['0090017000_27022023031626', '0090017000_27022023031626']
Stack 5 with items: ['0090017000_27022023031626', '0090017000_27022023031626']
Stack 6 with items: ['0090017000_27022023031626', '0090017000_27022023031626']
Stack 7 with items: ['0090017000_27022023019290', '0090017000_27022023019290']
Stack 8 with items: ['0090017000_27022023019290', '0090017000_27022023019290']
Stack 9 with items: ['0090017000_27022023019290', '0090017000_27022023019290']
Stack 10 with items: ['0090017000_27022023019290', '0090017000_27022023014651']
Stack 11 with items: ['0090017000_27022023014651', '0090017000_27022023014651']
Stack 12 with items: ['0090017000_27022023014651', '0090017000_27022023014651']
Stack 13 with items: ['0090017000_27022023014651', '0090017000_27022023014651']
Stack 14 with items: ['0090017000_27022023013472', '0090017000_27022023013472']
Heuristic packed all stacks
