dataset: C
instance: TR
+-----------+
2D Packing Heuristic in Truck P068420407
Min2DVol: 29.042059999999992 [m2]
Stack 0 with items: ['0090017000_27022023032566', '0090017000_27022023025787', '0090017000_27022023032566']
Stack 1 with items: ['0090017000_27022023028510', '0090017000_27022023025081', '0090017000_27022023028510']
Stack 2 with items: ['0090017000_27022023025081', '0090017000_27022023025081', '0090017000_27022023025081']
Stack 3 with items: ['0090017000_27022023025081', '0090017000_27022023025081', '0090017000_27022023025081']
Stack 4 with items: ['0090017000_27022023025081', '0090017000_27022023025081', '0090017000_27022023025081']
Stack 5 with items: ['0090017000_27022023024560', '0090017000_27022023022759', '0090017000_27022023024560']
Stack 6 with items: ['0090017000_27022023020052', '0090017000_27022023020052', '0090017000_27022023020052']
Stack 7 with items: ['0090017000_27022023020052', '0090017000_27022023015797', '0090017000_27022023020052']
Stack 8 with items: ['0090017000_27022023018445', '0090017000_27022023018445', '0090017000_27022023018445']
Stack 9 with items: ['0090017000_27022023018445', '0090017000_27022023016525', '0090017000_27022023018445']
Stack 10 with items: ['0090017000_27022023016525', '0090017000_27022023014246', '0090017000_27022023014246']
Stack 11 with items: ['0090017000_27022023015797', '0090017000_27022023013363', '0090017000_27022023013363']
Stack 12 with items: ['0090017000_27022023011424', '0090017000_27022023007996', '0090017000_27022023007996']
Stack 13 with items: ['0090017000_27022023007996', '0090017000_27022023007996', '0090017000_27022023007996']
Stack 14 with items: ['0090017000_27022023007996', '0090017000_27022023006020', '0090017000_27022023004202']
Stack 15 with items: ['0090017000_27022023002142', '0090017000_27022023000398', '0090017000_27022023000070']
Stack 16 with items: ['0090017000_27022023033736', '0090017000_27022023005367']
Stack 17 with items: ['0090017000_27022023034514', '0090017000_27022023034514', '0090017000_27022023034514']
Stack 18 with items: ['0090017000_27022023034514', '0090017000_27022023034514', '0090017000_27022023034514']
Stack 19 with items: ['0090017000_27022023034514', '0090017000_27022023034514', '0090017000_27022023034514']
Stack 20 with items: ['0090017000_27022023034514', '0090017000_27022023016587', '0090017000_27022023034514']
Stack 21 with items: ['0090017000_27022023016587', '0090017000_27022023016587', '0090017000_27022023016587']
Stack 22 with items: ['0090017000_27022023016587', '0090017000_27022023016587', '0090017000_27022023016587']
Stack 23 with items: ['0090017000_27022023016587', '0090017000_27022023016587', '0090017000_27022023016587']
Stack 24 with items: ['0090017000_27022023016587', '0090017000_27022023016587', '0090017000_27022023016587']
Stacks not packed:
Stack 1 missing: ['0090017000_27022023028510', '0090017000_27022023025081', '0090017000_27022023028510']
