dataset: C
instance: RM
+-----------+
2D Packing Heuristic in Truck P108391203
Min2DVol: 30.496 [m2]
Stack 0 with items: ['0090038200_27022023000524', '0090038200_27022023011198', '0090038200_27022023020328']
Stack 1 with items: ['0090038200_27022023027337', '0090038200_27022023027337']
Stack 2 with items: ['0090038200_27022023023778', '0090038200_27022023023778']
Stack 3 with items: ['0090038200_27022023023778', '0090038200_27022023023778']
Stack 4 with items: ['0090038200_27022023010636', '0090038200_27022023010636']
Stack 5 with items: ['0090038200_27022023010636', '0090038200_27022023007355']
Stack 6 with items: ['0090038200_27022023007355', '0090038200_27022023007355']
Stack 7 with items: ['0090038200_27022023007355', '0090038200_27022023007355']
Stack 8 with items: ['0090038200_27022023007355', '0090038200_27022023007355']
Stack 9 with items: ['0090038200_27022023004448', '0090038200_27022023004448']
Stack 10 with items: ['0090038200_27022023004448', '0090038200_27022023004448']
Stack 11 with items: ['0090038200_27022023004448', '0090038200_27022023004448']
Stack 12 with items: ['0090038200_27022023004448', '0090038200_27022023004448']
Stack 13 with items: ['0090038200_27022023002242', '0090038200_27022023002242']
Stack 14 with items: ['0090038200_27022023002242', '0090038200_27022023002242']
Stack 15 with items: ['0090038200_27022023002242', '0090038200_27022023002242']
Heuristic packed all stacks
