dataset: B
instance: SA
+-----------+
2D Packing Heuristic in Truck P321223603
Min2DVol: 31.19999999999999 [m2]
Stack 0 with items: ['0090017100_26102022013904', '0090017100_26102022013904', '0090017100_26102022013904']
Stack 1 with items: ['0090017100_26102022013904', '0090017100_26102022013904', '0090017100_26102022013904']
Stack 2 with items: ['0090017100_26102022013904', '0090017100_26102022013904', '0090017100_26102022013904']
Stack 3 with items: ['0090017100_26102022013904', '0090017100_26102022013904', '0090017100_26102022013904']
Stack 4 with items: ['0090017100_26102022013904', '0090017100_26102022012862', '0090017100_26102022012862']
Stack 5 with items: ['0090017100_26102022012862', '0090017100_26102022011564', '0090017100_26102022011402']
Stack 6 with items: ['0090017100_26102022010075', '0090017100_26102022008559', '0090017100_26102022008559']
Stack 7 with items: ['0090017100_26102022008559', '0090017100_26102022008559', '0090017100_26102022008559']
Stack 8 with items: ['0090017100_26102022008559', '0090017100_26102022008559', '0090017100_26102022008559']
Stack 9 with items: ['0090017100_26102022007850', '0090017100_26102022007850', '0090017100_26102022007850']
Stack 10 with items: ['0090017100_26102022005761', '0090017100_26102022005761', '0090017100_26102022005761']
Stack 11 with items: ['0090017100_26102022005761', '0090017100_26102022005761', '0090017100_26102022005761']
Stack 12 with items: ['0090017100_26102022005761', '0090017100_26102022005761', '0090017100_26102022005761']
Stack 13 with items: ['0090017100_26102022005761', '0090017100_26102022005761', '0090017100_26102022005761']
Stack 14 with items: ['0090017100_26102022005761', '0090017100_26102022005574', '0090017100_26102022005574']
Stack 15 with items: ['0090017100_26102022005574', '0090017100_26102022005574', '0090017100_26102022005574']
Stack 16 with items: ['0090017100_26102022005574', '0090017100_26102022005574', '0090017100_26102022005574']
Stack 17 with items: ['0090017100_26102022005206', '0090017100_26102022005047', '0090017100_26102022005206']
Stack 18 with items: ['0090017100_26102022005047', '0090017100_26102022004942', '0090017100_26102022005047']
Stack 19 with items: ['0090017100_26102022004039', '0090017100_26102022004039', '0090017100_26102022004039']
Stack 20 with items: ['0090017100_26102022004039', '0090017100_26102022002791', '0090017100_26102022004039']
Stack 21 with items: ['0090017100_26102022002791', '0090017100_26102022002791', '0090017100_26102022002791']
Stack 22 with items: ['0090017100_26102022002791', '0090017100_26102022002791', '0090017100_26102022002791']
Stack 23 with items: ['0090017100_26102022002791', '0090017100_26102022002791', '0090017100_26102022002791']
Stack 24 with items: ['0090017100_26102022002791', '0090017100_26102022002791', '0090017100_26102022002791']
Stack 25 with items: ['0090017100_26102022002791', '0090017100_26102022001016', '0090017100_26102022002791']
Heuristic packed all stacks
