dataset: B
instance: DO
+-----------+
2D Packing Heuristic in Truck P312222501
Min2DVol: 31.654037999999986 [m2]
Stack 0 with items: ['0090019100_26102022009890', '0090019100_26102022009890', '0090019100_26102022009890']
Stack 1 with items: ['0090019100_26102022009890', '0090019100_26102022009890', '0090019100_26102022009890']
Stack 2 with items: ['0090019100_26102022009890', '0090019100_26102022009890', '0090019100_26102022009890']
Stack 3 with items: ['0090019100_26102022008858', '0090019100_26102022008858', '0090019100_26102022008858']
Stack 4 with items: ['0090019100_26102022008858', '0090019100_26102022008725', '0090019100_26102022008725']
Stack 5 with items: ['0090019100_26102022008725', '0090019100_26102022008725', '0090019100_26102022008725']
Stack 6 with items: ['0090019100_26102022008725', '0090019100_26102022006897', '0090019100_26102022008725']
Stack 7 with items: ['0090019100_26102022006897', '0090019100_26102022006897', '0090019100_26102022006897']
Stack 8 with items: ['0090019100_26102022006897', '0090019100_26102022004720', '0090019100_26102022003039']
Stack 9 with items: ['0090019100_26102022003039', '0090019100_26102022003039', '0090019100_26102022003039']
Stack 10 with items: ['0090019100_26102022003039', '0090019100_26102022003039', '0090019100_26102022003039']
Stack 11 with items: ['0090019100_26102022003039', '0090019100_26102022001858', '0090019100_26102022003039']
Stack 12 with items: ['0090019100_26102022001858', '0090019100_26102022001858', '0090019100_26102022001858']
Stack 13 with items: ['0090019100_26102022001858', '0090019100_26102022001858', '0090019100_26102022001858']
Stack 14 with items: ['0090019100_26102022001858', '0090019100_26102022001858', '0090019100_26102022001858']
Stack 15 with items: ['0090019100_26102022001858', '0090019100_26102022001858', '0090019100_26102022001858']
Stack 16 with items: ['0090019100_26102022001858', '0090019100_26102022001275', '0090019100_26102022001858']
Stack 17 with items: ['0090019100_26102022001275', '0090019100_26102022001275', '0090019100_26102022001275']
Stack 18 with items: ['0090019100_26102022001275', '0090019100_26102022001275', '0090019100_26102022001275']
Stack 19 with items: ['0090019100_26102022001052', '0090019100_26102022000800', '0090019100_26102022000800']
Stack 20 with items: ['0090019100_26102022000800', '0090019100_26102022000800', '0090019100_26102022000800']
Stack 21 with items: ['0090019100_26102022000800', '0090019100_26102022000800', '0090019100_26102022000800']
Stack 22 with items: ['0090019100_26102022000759', '0090019100_26102022000759', '0090019100_26102022000759']
Stack 23 with items: ['0090019100_26102022000759', '0090019100_26102022000311', '0090019100_26102022000311']
Stack 24 with items: ['0090019100_26102022000311', '0090019100_26102022000311', '0090019100_26102022000311']
Stack 25 with items: ['0090019100_26102022000311', '0090019100_26102022000311', '0090019100_26102022000311']
Heuristic packed all stacks
