dataset: X
instance: TR3
+-----------+
2D Packing Heuristic in Truck P195424701
Min2DVol: 28.183932000000006 [m2]
Stack 0 with items: ['0090017000_08062023034396', '0090017000_08062023034396']
Stack 1 with items: ['0090017000_08062023034396', '0090017000_08062023034396']
Stack 2 with items: ['0090017000_08062023034396', '0090017000_08062023034396']
Stack 3 with items: ['0090017000_08062023034396', '0090017000_08062023034396']
Stack 4 with items: ['0090017000_08062023034396', '0090017000_08062023034396']
Stack 5 with items: ['0090017000_08062023034396', '0090017000_08062023034396']
Stack 6 with items: ['0090017000_08062023034396', '0090017000_08062023034396']
Stack 7 with items: ['0090017000_08062023023338', '0090017000_08062023023338']
Stack 8 with items: ['0090017000_08062023023338', '0090017000_08062023023338']
Stack 9 with items: ['0090017000_08062023023338', '0090017000_08062023023338']
Stack 10 with items: ['0090017000_08062023023338', '0090017000_08062023023338']
Stack 11 with items: ['0090017000_08062023023338', '0090017000_08062023023338']
Stack 12 with items: ['0090017000_08062023023338', '0090017000_08062023023338']
Stack 13 with items: ['0090017000_08062023016581', '0090017000_08062023016581']
Stack 14 with items: ['0090017000_08062023016581', '0090017000_08062023016581']
Stack 15 with items: ['0090017000_08062023005620', '0090017000_08062023005620']
Stack 16 with items: ['0090017000_08062023005620', '0090017000_08062023005620']
Stack 17 with items: ['0090017000_08062023005620', '0090017000_08062023005620']
Heuristic packed all stacks
