dataset: C
instance: MT
+-----------+
2D Packing Heuristic in Truck P102621601
Min2DVol: 32.88762000000001 [m2]
Stack 0 with items: ['0091017700_27022023007490', '0091017700_27022023007490']
Stack 1 with items: ['0091017700_27022023006072', '0091017700_27022023000195']
Stack 2 with items: ['0091017700_27022023006029', '0091017700_27022023006029']
Stack 3 with items: ['0091017700_27022023005502', '0091017700_27022023005502']
Stack 4 with items: ['0091017700_27022023005502', '0091017700_27022023005502']
Stack 5 with items: ['0091017700_27022023005502', '0091017700_27022023004679']
Stack 6 with items: ['0091017700_27022023004560', '0091017700_27022023004560']
Stack 7 with items: ['0091017700_27022023004560', '0091017700_27022023004560']
Stack 8 with items: ['0091017700_27022023004560', '0091017700_27022023004560']
Stack 9 with items: ['0091017700_27022023004560', '0091017700_27022023004157']
Stack 10 with items: ['0091017700_27022023004157', '0091017700_27022023004157']
Stack 11 with items: ['0091017700_27022023004157', '0091017700_27022023004157']
Stack 12 with items: ['0091017700_27022023004157', '0091017700_27022023004157']
Stack 13 with items: ['0091017700_27022023004157', '0091017700_27022023004157']
Stack 14 with items: ['0091017700_27022023004157', '0091017700_27022023004157']
Stack 15 with items: ['0091017700_27022023004157', '0091017700_27022023004157']
Stack 16 with items: ['0091017700_27022023004157', '0091017700_27022023004157']
Stack 17 with items: ['0091017700_27022023004157', '0091017700_27022023004157']
Stack 18 with items: ['0091017700_27022023003727', '0091017700_27022023003727']
Stack 19 with items: ['0091017700_27022023003727', '0091017700_27022023002458']
Stack 20 with items: ['0091017700_27022023002458', '0091017700_27022023002010']
Stack 21 with items: ['0091017700_27022023002010', '0091017700_27022023002010']
Stack 22 with items: ['0091017700_27022023002010', '0091017700_27022023002010']
Stack 23 with items: ['0091017700_27022023002010', '0091017700_27022023002010']
Stack 24 with items: ['0091017700_27022023002010', '0091017700_27022023002010']
Stack 25 with items: ['0091017700_27022023002010', '0091017700_27022023002010']
Stack 26 with items: ['0091017700_27022023002010', '0091017700_27022023001641']
Stacks not packed:
Stack 18 missing: ['0091017700_27022023003727', '0091017700_27022023003727']
