dataset: C
instance: RM3
+-----------+
2D Packing Heuristic in Truck P103396501
Min2DVol: 28.79999999999999 [m2]
Stack 0 with items: ['0090038200_28022023012102', '0090038200_28022023012102', '0090038200_28022023012102']
Stack 1 with items: ['0090038200_28022023012102', '0090038200_28022023012102', '0090038200_28022023012102']
Stack 2 with items: ['0090038200_28022023012102', '0090038200_28022023012102', '0090038200_28022023012102']
Stack 3 with items: ['0090038200_28022023012102', '0090038200_28022023012102', '0090038200_28022023012102']
Stack 4 with items: ['0090038200_28022023012102', '0090038200_28022023012102', '0090038200_28022023012102']
Stack 5 with items: ['0090038200_28022023012102', '0090038200_28022023012102', '0090038200_28022023012102']
Stack 6 with items: ['0090038200_28022023012102', '0090038200_28022023012102', '0090038200_28022023012102']
Stack 7 with items: ['0090038200_28022023012102', '0090038200_28022023012102', '0090038200_28022023012102']
Stack 8 with items: ['0090038200_28022023012102', '0090038200_28022023011109', '0090038200_28022023012102']
Stack 9 with items: ['0090038200_28022023011109', '0090038200_28022023011109', '0090038200_28022023011109']
Stack 10 with items: ['0090038200_28022023011109', '0090038200_28022023011109', '0090038200_28022023011109']
Stack 11 with items: ['0090038200_28022023011109', '0090038200_28022023011109', '0090038200_28022023011109']
Stack 12 with items: ['0090038200_28022023011109', '0090038200_28022023011109', '0090038200_28022023011109']
Stack 13 with items: ['0090038200_28022023009889', '0090038200_28022023009889', '0090038200_28022023009889']
Stack 14 with items: ['0090038200_28022023009889', '0090038200_28022023008739', '0090038200_28022023008739']
Stack 15 with items: ['0090038200_28022023008739', '0090038200_28022023008739', '0090038200_28022023008739']
Stack 16 with items: ['0090038200_28022023008739', '0090038200_28022023008739', '0090038200_28022023008739']
Stack 17 with items: ['0090038200_28022023008739', '0090038200_28022023008739', '0090038200_28022023008739']
Stack 18 with items: ['0090038200_28022023005656', '0090038200_28022023005656', '0090038200_28022023005656']
Stack 19 with items: ['0090038200_28022023005656', '0090038200_28022023005656', '0090038200_28022023005656']
Stack 20 with items: ['0090038200_28022023005656', '0090038200_28022023005656', '0090038200_28022023005656']
Stack 21 with items: ['0090038200_28022023002409', '0090038200_28022023002409', '0090038200_28022023002409']
Stack 22 with items: ['0090038200_28022023002409', '0090038200_28022023002409', '0090038200_28022023002409']
Stack 23 with items: ['0090038200_28022023002409', '0090038200_28022023002409', '0090038200_28022023002409']
Heuristic packed all stacks
