dataset: C
instance: TR2
+-----------+
2D Packing Heuristic in Truck P075278201
Min2DVol: 31.19999999999999 [m2]
Stack 0 with items: ['0090017000_28022023011333', '0090017000_28022023011333', '0090017000_28022023011333']
Stack 1 with items: ['0090017000_28022023011333', '0090017000_28022023011333', '0090017000_28022023011333']
Stack 2 with items: ['0090017000_28022023011333', '0090017000_28022023011333', '0090017000_28022023011333']
Stack 3 with items: ['0090017000_28022023011333', '0090017000_28022023011333', '0090017000_28022023011333']
Stack 4 with items: ['0090017000_28022023011333', '0090017000_28022023011333', '0090017000_28022023011333']
Stack 5 with items: ['0090017000_28022023011333', '0090017000_28022023007998', '0090017000_28022023007998']
Stack 6 with items: ['0090017000_28022023007998', '0090017000_28022023007998', '0090017000_28022023007998']
Stack 7 with items: ['0090017000_28022023007998', '0090017000_28022023007998', '0090017000_28022023007998']
Stack 8 with items: ['0090017000_28022023007998', '0090017000_28022023007998', '0090017000_28022023007998']
Stack 9 with items: ['0090017000_28022023007998', '0090017000_28022023007890', '0090017000_28022023007890']
Stack 10 with items: ['0090017000_28022023007890', '0090017000_28022023007890', '0090017000_28022023007890']
Stack 11 with items: ['0090017000_28022023007890', '0090017000_28022023007890', '0090017000_28022023007890']
Stack 12 with items: ['0090017000_28022023007890', '0090017000_28022023005085', '0090017000_28022023007890']
Stack 13 with items: ['0090017000_28022023005085', '0090017000_28022023005085', '0090017000_28022023005085']
Stack 14 with items: ['0090017000_28022023005085', '0090017000_28022023005085', '0090017000_28022023005085']
Stack 15 with items: ['0090017000_28022023004203', '0090017000_28022023004203', '0090017000_28022023004203']
Stack 16 with items: ['0090017000_28022023004203', '0090017000_28022023004203', '0090017000_28022023004203']
Stack 17 with items: ['0090017000_28022023004203', '0090017000_28022023004203', '0090017000_28022023004203']
Stack 18 with items: ['0090017000_28022023004203', '0090017000_28022023004203', '0090017000_28022023004203']
Stack 19 with items: ['0090017000_28022023004203', '0090017000_28022023004203', '0090017000_28022023004203']
Stack 20 with items: ['0090017000_28022023004203', '0090017000_28022023004203', '0090017000_28022023004203']
Stack 21 with items: ['0090017000_28022023004203', '0090017000_28022023004203', '0090017000_28022023004203']
Stack 22 with items: ['0090017000_28022023004203', '0090017000_28022023004203', '0090017000_28022023004203']
Stack 23 with items: ['0090017000_28022023004203', '0090017000_28022023003958', '0090017000_28022023003958']
Stack 24 with items: ['0090017000_28022023003958', '0090017000_28022023003958', '0090017000_28022023003958']
Stack 25 with items: ['0090017000_28022023003958', '0090017000_28022023002427', '0090017000_28022023003958']
Heuristic packed all stacks
