dataset: C
instance: BY
+-----------+
2D Packing Heuristic in Truck P086065711
Min2DVol: 19.20000000000001 [m2]
Stack 0 with items: ['0090016900_27022023017512', '0090016900_27022023047235']
Stack 1 with items: ['0090016900_27022023017512', '0090016900_27022023047235']
Stack 2 with items: ['0090016900_27022023025167', '0090016900_27022023047235']
Stack 3 with items: ['0090016900_27022023025167', '0090016900_27022023047235']
Stack 4 with items: ['0090016900_27022023025167', '0090016900_27022023045467']
Stack 5 with items: ['0090016900_27022023025167', '0090016900_27022023045467']
Stack 6 with items: ['0090016900_27022023025167', '0090016900_27022023045467']
Stack 7 with items: ['0090016900_27022023025167', '0090016900_27022023045467']
Stack 8 with items: ['0090016900_27022023025167', '0090016900_27022023028004']
Stack 9 with items: ['0090016900_27022023025167', '0090016900_27022023028004']
Stack 10 with items: ['0090016900_27022023025167', '0090016900_27022023022333']
Stack 11 with items: ['0090016900_27022023025167', '0090016900_27022023022333']
Stack 12 with items: ['0090016900_27022023025167', '0090016900_27022023016203']
Stack 13 with items: ['0090016900_27022023025167', '0090016900_27022023016203']
Stack 14 with items: ['0090016900_27022023043900', '0090016900_27022023016203']
Stack 15 with items: ['0090016900_27022023043900', '0090016900_27022023016203']
Stack 16 with items: ['0090016900_27022023005312', '0090016900_27022023000028']
Stack 17 with items: ['0090016900_27022023005312', '0090016900_27022023000028']
Stack 18 with items: ['0090016900_27022023002101', '0090016900_27022023000028']
Stack 19 with items: ['0090016900_27022023002101']
Stacks not packed:
Stack 0 missing: ['0090016900_27022023017512', '0090016900_27022023047235']
Stack 1 missing: ['0090016900_27022023017512', '0090016900_27022023047235']
Stack 6 missing: ['0090016900_27022023025167', '0090016900_27022023045467']
Stack 7 missing: ['0090016900_27022023025167', '0090016900_27022023045467']
Stack 8 missing: ['0090016900_27022023025167', '0090016900_27022023028004']
Stack 9 missing: ['0090016900_27022023025167', '0090016900_27022023028004']
Stack 10 missing: ['0090016900_27022023025167', '0090016900_27022023022333']
Stack 11 missing: ['0090016900_27022023025167', '0090016900_27022023022333']
Stack 12 missing: ['0090016900_27022023025167', '0090016900_27022023016203']
Stack 13 missing: ['0090016900_27022023025167', '0090016900_27022023016203']
