dataset: X
instance: MA4
+-----------+
2D Packing Heuristic in Truck P188221505
Min2DVol: 31.680000000000014 [m2]
Stack 0 with items: ['0090016200_14062023000175', '0090016200_14062023000175']
Stack 1 with items: ['0090016200_14062023000175', '0090016200_14062023000175']
Stack 2 with items: ['0090016200_14062023006768', '0090016200_14062023006768']
Stack 3 with items: ['0090016200_14062023006768']
Stack 4 with items: ['0090016200_14062023017858', '0090016200_14062023017858', '0090016200_14062023017858']
Stack 5 with items: ['0090016200_14062023017858', '0090016200_14062023017858', '0090016200_14062023017858']
Stack 6 with items: ['0090016200_14062023017858', '0090016200_14062023017858', '0090016200_14062023017858']
Stack 7 with items: ['0090016200_14062023017858', '0090016200_14062023017858', '0090016200_14062023017858']
Stack 8 with items: ['0090016200_14062023017858', '0090016200_14062023017858', '0090016200_14062023017858']
Stack 9 with items: ['0090016200_14062023017858', '0090016200_14062023017858', '0090016200_14062023017858']
Stack 10 with items: ['0090016200_14062023017858', '0090016200_14062023017858', '0090016200_14062023017858']
Stack 11 with items: ['0090016200_14062023017858', '0090016200_14062023017858', '0090016200_14062023017858']
Stack 12 with items: ['0090016200_14062023017858', '0090016200_14062023017858', '0090016200_14062023017858']
Stack 13 with items: ['0090016200_14062023017858', '0090016200_14062023017858', '0090016200_14062023017858']
Stack 14 with items: ['0090016200_14062023017858', '0090016200_14062023017858', '0090016200_14062023017858']
Stack 15 with items: ['0090016200_14062023017858', '0090016200_14062023017858', '0090016200_14062023017858']
Stack 16 with items: ['0090016200_14062023015957', '0090016200_14062023015957', '0090016200_14062023015957']
Stack 17 with items: ['0090016200_14062023015957', '0090016200_14062023015957', '0090016200_14062023015957']
Heuristic packed all stacks
