dataset: X
instance: MT3
+-----------+
2D Packing Heuristic in Truck P194629701
Min2DVol: 23.23559999999999 [m2]
Stack 0 with items: ['0091017700_08062023004984', '0091017700_08062023004984']
Stack 1 with items: ['0091017700_08062023004984', '0091017700_08062023004984']
Stack 2 with items: ['0091017700_08062023004984', '0091017700_08062023004984']
Stack 3 with items: ['0091017700_08062023004984', '0091017700_08062023003534']
Stack 4 with items: ['0091017700_08062023003534', '0091017700_08062023003534']
Stack 5 with items: ['0091017700_08062023003534', '0091017700_08062023003534']
Stack 6 with items: ['0091017700_08062023003534', '0091017700_08062023003534']
Stack 7 with items: ['0091017700_08062023003534', '0091017700_08062023003534']
Stack 8 with items: ['0091017700_08062023003534', '0091017700_08062023003534']
Stack 9 with items: ['0091017700_08062023003534', '0091017700_08062023003534']
Stack 10 with items: ['0091017700_08062023001273', '0091017700_08062023001273']
Stack 11 with items: ['0091017700_08062023001273', '0091017700_08062023001273']
Stack 12 with items: ['0091017700_08062023001273', '0091017700_08062023001273']
Stack 13 with items: ['0091017700_08062023001273', '0091017700_08062023001273']
Stack 14 with items: ['0091017700_08062023000174', '0091017700_08062023000174']
Stack 15 with items: ['0091017700_08062023001186', '0091017700_08062023001186']
Stack 16 with items: ['0091017700_08062023001746', '0091017700_08062023001746']
Stack 17 with items: ['0091017700_08062023001186', '0091017700_08062023001186']
Stack 18 with items: ['0091017700_08062023002356']
Heuristic packed all stacks
