dataset: X
instance: TR6
+-----------+
2D Packing Heuristic in Truck P206424713
Min2DVol: 28.183932000000006 [m2]
Stack 0 with items: ['0090017000_14062023041624', '0090017000_14062023038785']
Stack 1 with items: ['0090017000_14062023038785', '0090017000_14062023038785']
Stack 2 with items: ['0090017000_14062023038785', '0090017000_14062023038785']
Stack 3 with items: ['0090017000_14062023032821', '0090017000_14062023032821']
Stack 4 with items: ['0090017000_14062023032821', '0090017000_14062023032821']
Stack 5 with items: ['0090017000_14062023032821', '0090017000_14062023032821']
Stack 6 with items: ['0090017000_14062023031418', '0090017000_14062023031418']
Stack 7 with items: ['0090017000_14062023021849', '0090017000_14062023021849']
Stack 8 with items: ['0090017000_14062023021849', '0090017000_14062023021849']
Stack 9 with items: ['0090017000_14062023021849', '0090017000_14062023021849']
Stack 10 with items: ['0090017000_14062023021849', '0090017000_14062023011439']
Stack 11 with items: ['0090017000_14062023011439', '0090017000_14062023011439']
Stack 12 with items: ['0090017000_14062023011439', '0090017000_14062023011439']
Stack 13 with items: ['0090017000_14062023011439', '0090017000_14062023011439']
Stack 14 with items: ['0090017000_14062023011439', '0090017000_14062023011439']
Stack 15 with items: ['0090017000_14062023011439', '0090017000_14062023011439']
Stack 16 with items: ['0090017000_14062023011439', '0090017000_14062023011439']
Stack 17 with items: ['0090017000_14062023011439', '0090017000_14062023011439']
Heuristic packed all stacks
