dataset: X
instance: BY
+-----------+
2D Packing Heuristic in Truck P194069001
Min2DVol: 40.79999999999998 [m2]
Stack 0 with items: ['0090016900_08062023038629', '0090016900_08062023038629']
Stack 1 with items: ['0090016900_08062023038629', '0090016900_08062023038629']
Stack 2 with items: ['0090016900_08062023038629', '0090016900_08062023038629']
Stack 3 with items: ['0090016900_08062023038629', '0090016900_08062023038629']
Stack 4 with items: ['0090016900_08062023038629', '0090016900_08062023038629']
Stack 5 with items: ['0090016900_08062023038629', '0090016900_08062023038629']
Stack 6 with items: ['0090016900_08062023038629', '0090016900_08062023038629']
Stack 7 with items: ['0090016900_08062023038629', '0090016900_08062023038629']
Stack 8 with items: ['0090016900_08062023038629', '0090016900_08062023038629']
Stack 9 with items: ['0090016900_08062023012441', '0090016900_08062023012441']
Stack 10 with items: ['0090016900_08062023012441', '0090016900_08062023012441']
Stack 11 with items: ['0090016900_08062023012441', '0090016900_08062023012441']
Stack 12 with items: ['0090016900_08062023012441', '0090016900_08062023012441']
Stack 13 with items: ['0090016900_08062023012441', '0090016900_08062023012441']
Stack 14 with items: ['0090016900_08062023012441', '0090016900_08062023012441']
Stack 15 with items: ['0090016900_08062023012441', '0090016900_08062023012441']
Stack 16 with items: ['0090016900_08062023012441', '0090016900_08062023012441']
Stacks not packed:
Stack 12 missing: ['0090016900_08062023012441', '0090016900_08062023012441']
Stack 13 missing: ['0090016900_08062023012441', '0090016900_08062023012441']
Stack 14 missing: ['0090016900_08062023012441', '0090016900_08062023012441']
Stack 15 missing: ['0090016900_08062023012441', '0090016900_08062023012441']
Stack 16 missing: ['0090016900_08062023012441', '0090016900_08062023012441']
