dataset: C
instance: TA
+-----------+
2D Packing Heuristic in Truck P098384813
Min2DVol: 28.31999999999999 [m2]
Stack 0 with items: ['0090038300_27022023021442', '0090038300_27022023003696']
Stack 1 with items: ['0090038300_27022023031146', '0090038300_27022023031146', '0090038300_27022023031146']
Stack 2 with items: ['0090038300_27022023031146', '0090038300_27022023031146', '0090038300_27022023031146']
Stack 3 with items: ['0090038300_27022023031146', '0090038300_27022023031146', '0090038300_27022023031146']
Stack 4 with items: ['0090038300_27022023031146', '0090038300_27022023031146', '0090038300_27022023031146']
Stack 5 with items: ['0090038300_27022023031146', '0090038300_27022023031146', '0090038300_27022023031146']
Stack 6 with items: ['0090038300_27022023031146', '0090038300_27022023031146', '0090038300_27022023031146']
Stack 7 with items: ['0090038300_27022023031146', '0090038300_27022023031146', '0090038300_27022023031146']
Stack 8 with items: ['0090038300_27022023031146', '0090038300_27022023031146', '0090038300_27022023031146']
Stack 9 with items: ['0090038300_27022023031146', '0090038300_27022023031146', '0090038300_27022023031146']
Stack 10 with items: ['0090038300_27022023031146', '0090038300_27022023031146', '0090038300_27022023031146']
Stack 11 with items: ['0090038300_27022023031146', '0090038300_27022023031146', '0090038300_27022023031146']
Stack 12 with items: ['0090038300_27022023022879', '0090038300_27022023022879', '0090038300_27022023022879']
Stack 13 with items: ['0090038300_27022023022879', '0090038300_27022023022879', '0090038300_27022023022879']
Stack 14 with items: ['0090038300_27022023022879', '0090038300_27022023022879', '0090038300_27022023022879']
Stack 15 with items: ['0090038300_27022023022879', '0090038300_27022023022879', '0090038300_27022023022879']
Stack 16 with items: ['0090038300_27022023022879', '0090038300_27022023022879', '0090038300_27022023022879']
Stack 17 with items: ['0090038300_27022023022879', '0090038300_27022023022879', '0090038300_27022023022879']
Stack 18 with items: ['0090038300_27022023022879', '0090038300_27022023022879', '0090038300_27022023022879']
Stack 19 with items: ['0090038300_27022023022879', '0090038300_27022023022879', '0090038300_27022023022879']
Stack 20 with items: ['0090038300_27022023022879', '0090038300_27022023022879', '0090038300_27022023022879']
Stack 21 with items: ['0090038300_27022023022879', '0090038300_27022023022879', '0090038300_27022023022879']
Stack 22 with items: ['0090038300_27022023022879', '0090038300_27022023022879', '0090038300_27022023022879']
Heuristic packed all stacks
