dataset: X
instance: BY2
+-----------+
2D Packing Heuristic in Truck P209069003
Min2DVol: 29.759999999999994 [m2]
Stack 0 with items: ['0090016900_08062023022187']
Stack 1 with items: ['0090016900_08062023021963']
Stack 2 with items: ['0090016900_08062023044182', '0090016900_08062023044182']
Stack 3 with items: ['0090016900_08062023044182', '0090016900_08062023044182']
Stack 4 with items: ['0090016900_08062023044182', '0090016900_08062023044182']
Stack 5 with items: ['0090016900_08062023044182', '0090016900_08062023044182']
Stack 6 with items: ['0090016900_08062023044182', '0090016900_08062023044182']
Stack 7 with items: ['0090016900_08062023044182', '0090016900_08062023044182']
Stack 8 with items: ['0090016900_08062023028529', '0090016900_08062023028529']
Stack 9 with items: ['0090016900_08062023028529', '0090016900_08062023028529']
Stack 10 with items: ['0090016900_08062023028529', '0090016900_08062023028529']
Stack 11 with items: ['0090016900_08062023028529', '0090016900_08062023022005']
Heuristic packed all stacks
