dataset: C
instance: DO3
+-----------+
2D Packing Heuristic in Truck P104335605
Min2DVol: 32.040000000000006 [m2]
Stack 0 with items: ['0090019100_28022023001278', '0090019100_28022023001278', '0090019100_28022023001278']
Stack 1 with items: ['0090019100_28022023001278', '0090019100_28022023001278', '0090019100_28022023001278']
Stack 2 with items: ['0090019100_28022023001278', '0090019100_28022023001278', '0090019100_28022023001278']
Stack 3 with items: ['0090019100_28022023001278', '0090019100_28022023001278', '0090019100_28022023001278']
Stack 4 with items: ['0090019100_28022023001278', '0090019100_28022023001278', '0090019100_28022023001278']
Stack 5 with items: ['0090019100_28022023001278', '0090019100_28022023001278', '0090019100_28022023001278']
Stack 6 with items: ['0090019100_28022023001278', '0090019100_28022023001278', '0090019100_28022023001278']
Stack 7 with items: ['0090019100_28022023001278', '0090019100_28022023001278', '0090019100_28022023001278']
Stack 8 with items: ['0090019100_28022023009408', '0090019100_28022023009408', '0090019100_28022023009408']
Stack 9 with items: ['0090019100_28022023001278', '0090019100_28022023001278', '0090019100_28022023001278']
Stack 10 with items: ['0090019100_28022023022212', '0090019100_28022023017764', '0090019100_28022023022212']
Stack 11 with items: ['0090019100_28022023017764', '0090019100_28022023017764', '0090019100_28022023017764']
Stack 12 with items: ['0090019100_28022023016790', '0090019100_28022023015313', '0090019100_28022023016790']
Stack 13 with items: ['0090019100_28022023015313', '0090019100_28022023015313', '0090019100_28022023015313']
Stack 14 with items: ['0090019100_28022023015313', '0090019100_28022023015313', '0090019100_28022023015313']
Stack 15 with items: ['0090019100_28022023015313', '0090019100_28022023015313', '0090019100_28022023015313']
Stack 16 with items: ['0090019100_28022023015313', '0090019100_28022023015313', '0090019100_28022023015313']
Stack 17 with items: ['0090019100_28022023015313', '0090019100_28022023015313', '0090019100_28022023015313']
Stack 18 with items: ['0090019100_28022023015313', '0090019100_28022023006075', '0090019100_28022023015313']
Stack 19 with items: ['0090019100_28022023005208', '0090019100_28022023003269', '0090019100_28022023003269']
Heuristic packed all stacks
