dataset: C
instance: VA3
+-----------+
2D Packing Heuristic in Truck P107540903
Min2DVol: 30.720000000000013 [m2]
Stack 0 with items: ['0091017300_28022023023561', '0091017300_28022023021889', '0091017300_28022023021889']
Stack 1 with items: ['0091017300_28022023021889', '0091017300_28022023021889', '0091017300_28022023021889']
Stack 2 with items: ['0091017300_28022023021889', '0091017300_28022023019015', '0091017300_28022023021889']
Stack 3 with items: ['0091017300_28022023019015', '0091017300_28022023019015', '0091017300_28022023019015']
Stack 4 with items: ['0091017300_28022023019015', '0091017300_28022023019015', '0091017300_28022023019015']
Stack 5 with items: ['0091017300_28022023019015', '0091017300_28022023019015', '0091017300_28022023019015']
Stack 6 with items: ['0091017300_28022023019015', '0091017300_28022023019015', '0091017300_28022023019015']
Stack 7 with items: ['0091017300_28022023019015', '0091017300_28022023015659', '0091017300_28022023015659']
Stack 8 with items: ['0091017300_28022023015659', '0091017300_28022023015659', '0091017300_28022023015659']
Stack 9 with items: ['0091017300_28022023015031', '0091017300_28022023015031', '0091017300_28022023015031']
Stack 10 with items: ['0091017300_28022023015031', '0091017300_28022023012495', '0091017300_28022023012495']
Stack 11 with items: ['0091017300_28022023012495', '0091017300_28022023012495', '0091017300_28022023012495']
Stack 12 with items: ['0091017300_28022023012495', '0091017300_28022023012495', '0091017300_28022023012495']
Stack 13 with items: ['0091017300_28022023012495', '0091017300_28022023012495', '0091017300_28022023012495']
Stack 14 with items: ['0091017300_28022023012495', '0091017300_28022023007774', '0091017300_28022023012495']
Stack 15 with items: ['0091017300_28022023006656', '0091017300_28022023006532', '0091017300_28022023006532']
Heuristic packed all stacks
