dataset: X
instance: VA6
+-----------+
2D Packing Heuristic in Truck P178654305
Min2DVol: 27.70835999999999 [m2]
Stack 0 with items: ['0091017300_14062023000050', '0091017300_14062023000035', '0091017300_14062023000050', '0091017300_14062023000050', '0091017300_14062023000050']
Stack 1 with items: ['0091017300_14062023000014', '0091017300_14062023000014', '0091017300_14062023000072']
Stack 2 with items: ['0091017300_14062023000092', '0091017300_14062023000092', '0091017300_14062023000092']
Stack 3 with items: ['0091017300_14062023000072', '0091017300_14062023000138', '0091017300_14062023000138', '0091017300_14062023000138', '0091017300_14062023000144']
Stack 4 with items: ['0091017300_14062023000138', '0091017300_14062023000138', '0091017300_14062023000138', '0091017300_14062023000144', '0091017300_14062023000144']
Stack 5 with items: ['0091017300_14062023000039', '0091017300_14062023000050', '0091017300_14062023000050', '0091017300_14062023000072']
Stack 6 with items: ['0091017300_14062023000178', '0091017300_14062023000178']
Stack 7 with items: ['0091017300_14062023000178', '0091017300_14062023000178']
Stack 8 with items: ['0091017300_14062023000061', '0091017300_14062023000061']
Stack 9 with items: ['0091017300_14062023000061', '0091017300_14062023000061']
Stack 10 with items: ['0091017300_14062023000061', '0091017300_14062023000061']
Stack 11 with items: ['0091017300_14062023000023', '0091017300_14062023000023']
Stack 12 with items: ['0091017300_14062023000023', '0091017300_14062023000023']
Stack 13 with items: ['0091017300_14062023000023', '0091017300_14062023000023']
Stack 14 with items: ['0091017300_14062023000023', '0091017300_14062023000023']
Stack 15 with items: ['0091017300_14062023000023', '0091017300_14062023000023']
Stack 16 with items: ['0091017300_14062023000023', '0091017300_14062023000023']
Stack 17 with items: ['0091017300_14062023000023', '0091017300_14062023000023']
Stack 18 with items: ['0091017300_14062023000023', '0091017300_14062023000023']
Stack 19 with items: ['0091017300_14062023000023', '0091017300_14062023000023']
Stack 20 with items: ['0091017300_14062023000023', '0091017300_14062023000023']
Stack 21 with items: ['0091017300_14062023000023', '0091017300_14062023000023']
Stack 22 with items: ['0091017300_14062023000018', '0091017300_14062023000018']
Heuristic packed all stacks
