dataset: C
instance: PA2
+-----------+
2D Packing Heuristic in Truck P102500101
Min2DVol: 31.648799999999987 [m2]
Stack 0 with items: ['0091017200_28022023035316', '0091017200_28022023035316', '0091017200_28022023035316']
Stack 1 with items: ['0091017200_28022023027696', '0091017200_28022023024997', '0091017200_28022023019592']
Stack 2 with items: ['0091017200_28022023019592', '0091017200_28022023016467', '0091017200_28022023017352', '0091017200_28022023016467']
Stack 3 with items: ['0091017200_28022023012103', '0091017200_28022023011839', '0091017200_28022023011839', '0091017200_28022023009249']
Stack 4 with items: ['0091017200_28022023009249', '0091017200_28022023000912', '0091017200_28022023009249']
Stack 5 with items: ['0091017200_28022023000912', '0091017200_28022023000912', '0091017200_28022023000912']
Stack 6 with items: ['0091017200_28022023029890', '0091017200_28022023029890']
Stack 7 with items: ['0091017200_28022023029890', '0091017200_28022023029890']
Stack 8 with items: ['0091017200_28022023029890', '0091017200_28022023029890']
Stack 9 with items: ['0091017200_28022023022918', '0091017200_28022023021591']
Stack 10 with items: ['0091017200_28022023029890', '0091017200_28022023029890']
Stack 11 with items: ['0091017200_28022023029890', '0091017200_28022023029890']
Stack 12 with items: ['0091017200_28022023029890', '0091017200_28022023029890']
Stack 13 with items: ['0091017200_28022023029890', '0091017200_28022023029890']
Stack 14 with items: ['0091017200_28022023029890', '0091017200_28022023021591']
Stack 15 with items: ['0091017200_28022023029890', '0091017200_28022023029890']
Stack 16 with items: ['0091017200_28022023029890', '0091017200_28022023029890']
Stack 17 with items: ['0091017200_28022023029890', '0091017200_28022023029890']
Heuristic packed all stacks
