dataset: X
instance: SA
+-----------+
2D Packing Heuristic in Truck P180157001
Min2DVol: 31.680000000000003 [m2]
Stack 0 with items: ['0090017100_08062023002957', '0090017100_08062023002957', '0090017100_08062023002957']
Stack 1 with items: ['0090017100_08062023002957', '0090017100_08062023002957', '0090017100_08062023002957']
Stack 2 with items: ['0090017100_08062023002957', '0090017100_08062023002957', '0090017100_08062023002957']
Stack 3 with items: ['0090017100_08062023002957', '0090017100_08062023002957', '0090017100_08062023002957']
Stack 4 with items: ['0090017100_08062023002957', '0090017100_08062023002957', '0090017100_08062023002957']
Stack 5 with items: ['0090017100_08062023002957', '0090017100_08062023002957', '0090017100_08062023002957']
Stack 6 with items: ['0090017100_08062023002957', '0090017100_08062023002957', '0090017100_08062023002957']
Stack 7 with items: ['0090017100_08062023002957', '0090017100_08062023002957', '0090017100_08062023002957']
Stack 8 with items: ['0090017100_08062023000590', '0090017100_08062023000590', '0090017100_08062023000590']
Stack 9 with items: ['0090017100_08062023000590', '0090017100_08062023000590', '0090017100_08062023000590']
Stack 10 with items: ['0090017100_08062023000590', '0090017100_08062023000590', '0090017100_08062023000590']
Stack 11 with items: ['0090017100_08062023000590', '0090017100_08062023000590', '0090017100_08062023000590']
Heuristic packed all stacks
