dataset: X
instance: MA7
+-----------+
2D Packing Heuristic in Truck P202131001
Min2DVol: 31.19999999999999 [m2]
Stack 0 with items: ['0090016200_14062023035070', '0090016200_14062023025616', '0090016200_14062023035070']
Stack 1 with items: ['0090016200_14062023025616', '0090016200_14062023025616', '0090016200_14062023025616']
Stack 2 with items: ['0090016200_14062023025616', '0090016200_14062023025616', '0090016200_14062023025616']
Stack 3 with items: ['0090016200_14062023025616', '0090016200_14062023025616', '0090016200_14062023025616']
Stack 4 with items: ['0090016200_14062023025616', '0090016200_14062023025616', '0090016200_14062023025616']
Stack 5 with items: ['0090016200_14062023021010', '0090016200_14062023021010', '0090016200_14062023021010']
Stack 6 with items: ['0090016200_14062023021010', '0090016200_14062023021010', '0090016200_14062023021010']
Stack 7 with items: ['0090016200_14062023021010', '0090016200_14062023021010', '0090016200_14062023021010']
Stack 8 with items: ['0090016200_14062023021010', '0090016200_14062023013824', '0090016200_14062023013824']
Stack 9 with items: ['0090016200_14062023013824', '0090016200_14062023013824', '0090016200_14062023013824']
Stack 10 with items: ['0090016200_14062023013824', '0090016200_14062023013517', '0090016200_14062023011034']
Stack 11 with items: ['0090016200_14062023011034', '0090016200_14062023011034', '0090016200_14062023011034']
Stack 12 with items: ['0090016200_14062023011034', '0090016200_14062023009040', '0090016200_14062023011034']
Stack 13 with items: ['0090016200_14062023009040', '0090016200_14062023009040', '0090016200_14062023009040']
Stack 14 with items: ['0090016200_14062023009040', '0090016200_14062023009040', '0090016200_14062023009040']
Stack 15 with items: ['0090016200_14062023009040', '0090016200_14062023007013', '0090016200_14062023007013']
Stack 16 with items: ['0090016200_14062023007013', '0090016200_14062023007013', '0090016200_14062023007013']
Stack 17 with items: ['0090016200_14062023007013', '0090016200_14062023003107', '0090016200_14062023003107']
Stack 18 with items: ['0090016200_14062023003107', '0090016200_14062023003107', '0090016200_14062023003107']
Stack 19 with items: ['0090016200_14062023003107', '0090016200_14062023002130', '0090016200_14062023001895']
Stack 20 with items: ['0090016200_14062023001895', '0090016200_14062023001895', '0090016200_14062023001895']
Stack 21 with items: ['0090016200_14062023001895', '0090016200_14062023001895', '0090016200_14062023001895']
Stack 22 with items: ['0090016200_14062023001895', '0090016200_14062023001895', '0090016200_14062023001895']
Stack 23 with items: ['0090016200_14062023001895', '0090016200_14062023001895', '0090016200_14062023001895']
Stack 24 with items: ['0090016200_14062023001895', '0090016200_14062023001895', '0090016200_14062023001895']
Stack 25 with items: ['0090016200_14062023001895', '0090016200_14062023001895', '0090016200_14062023001895']
Heuristic packed all stacks
