dataset: C
instance: PA2
+-----------+
2D Packing Heuristic in Truck P080500103
Min2DVol: 30.560999999999986 [m2]
Stack 0 with items: ['0091017200_28022023029721', '0091017200_28022023018267']
Stack 1 with items: ['0091017200_28022023018267', '0091017200_28022023018267']
Stack 2 with items: ['0091017200_28022023018267', '0091017200_28022023018267']
Stack 3 with items: ['0091017200_28022023018267', '0091017200_28022023018267']
Stack 4 with items: ['0091017200_28022023018267', '0091017200_28022023018267']
Stack 5 with items: ['0091017200_28022023018267', '0091017200_28022023018267']
Stack 6 with items: ['0091017200_28022023018267', '0091017200_28022023018267']
Stack 7 with items: ['0091017200_28022023018267', '0091017200_28022023018267']
Stack 8 with items: ['0091017200_28022023018267', '0091017200_28022023018267']
Stack 9 with items: ['0091017200_28022023009222', '0091017200_28022023009222']
Stack 10 with items: ['0091017200_28022023009222', '0091017200_28022023009222']
Stack 11 with items: ['0091017200_28022023009222', '0091017200_28022023009222']
Stack 12 with items: ['0091017200_28022023009222', '0091017200_28022023009222']
Stack 13 with items: ['0091017200_28022023009222', '0091017200_28022023009222']
Stack 14 with items: ['0091017200_28022023009222', '0091017200_28022023009222']
Heuristic packed all stacks
