dataset: X
instance: FC7
+-----------+
2D Packing Heuristic in Truck P188549101
Min2DVol: 32.58407999999999 [m2]
Stack 0 with items: ['0091017600_14062023004528', '0091017600_14062023003507']
Stack 1 with items: ['0091017600_14062023005875', '0091017600_14062023005875']
Stack 2 with items: ['0091017600_14062023000081', '0091017600_14062023001429']
Stack 3 with items: ['0091017600_14062023005875', '0091017600_14062023005875']
Stack 4 with items: ['0091017600_14062023005825', '0091017600_14062023005825']
Stack 5 with items: ['0091017600_14062023005758', '0091017600_14062023005758']
Stack 6 with items: ['0091017600_14062023005758', '0091017600_14062023005758']
Stack 7 with items: ['0091017600_14062023005758', '0091017600_14062023005758']
Stack 8 with items: ['0091017600_14062023005758', '0091017600_14062023005758']
Stack 9 with items: ['0091017600_14062023005758', '0091017600_14062023005758']
Stack 10 with items: ['0091017600_14062023005758', '0091017600_14062023005758']
Stack 11 with items: ['0091017600_14062023005758', '0091017600_14062023005758']
Stack 12 with items: ['0091017600_14062023005758', '0091017600_14062023005758']
Stack 13 with items: ['0091017600_14062023005758', '0091017600_14062023005568']
Stack 14 with items: ['0091017600_14062023003512', '0091017600_14062023001364']
Stack 15 with items: ['0091017600_14062023001364', '0091017600_14062023001364']
Stack 16 with items: ['0091017600_14062023001364', '0091017600_14062023001364']
Stack 17 with items: ['0091017600_14062023001364', '0091017600_14062023001364']
Stack 18 with items: ['0091017600_14062023001364', '0091017600_14062023001364']
Stack 19 with items: ['0091017600_14062023001364', '0091017600_14062023001059']
Stack 20 with items: ['0091017600_14062023002482', '0091017600_14062023002482']
Stack 21 with items: ['0091017600_14062023002482', '0091017600_14062023004723']
Stack 22 with items: ['0091017600_14062023004723', '0091017600_14062023004723']
Stack 23 with items: ['0091017600_14062023004723', '0091017600_14062023002482']
Stacks not packed:
Stack 0 missing: ['0091017600_14062023004528', '0091017600_14062023003507']
Stack 2 missing: ['0091017600_14062023000081', '0091017600_14062023001429']
Stack 8 missing: ['0091017600_14062023005758', '0091017600_14062023005758']
Stack 9 missing: ['0091017600_14062023005758', '0091017600_14062023005758']
Stack 10 missing: ['0091017600_14062023005758', '0091017600_14062023005758']
Stack 11 missing: ['0091017600_14062023005758', '0091017600_14062023005758']
Stack 12 missing: ['0091017600_14062023005758', '0091017600_14062023005758']
Stack 13 missing: ['0091017600_14062023005758', '0091017600_14062023005568']
Stack 14 missing: ['0091017600_14062023003512', '0091017600_14062023001364']
Stack 15 missing: ['0091017600_14062023001364', '0091017600_14062023001364']
Stack 16 missing: ['0091017600_14062023001364', '0091017600_14062023001364']
Stack 17 missing: ['0091017600_14062023001364', '0091017600_14062023001364']
Stack 18 missing: ['0091017600_14062023001364', '0091017600_14062023001364']
Stack 19 missing: ['0091017600_14062023001364', '0091017600_14062023001059']
