dataset: B
instance: CI2
+-----------+
2D Packing Heuristic in Truck P332884001
Min2DVol: 30.720000000000013 [m2]
Stack 0 with items: ['0090016800_26102022014251', '0090016800_26102022014251', '0090016800_26102022014251']
Stack 1 with items: ['0090016800_26102022014251', '0090016800_26102022014251', '0090016800_26102022014251']
Stack 2 with items: ['0090016800_26102022007337', '0090016800_26102022014251', '0090016800_26102022014251']
Stack 3 with items: ['0090016800_26102022007337', '0090016800_26102022007337', '0090016800_26102022007337']
Stack 4 with items: ['0090016800_26102022007337', '0090016800_26102022007337', '0090016800_26102022007337']
Stack 5 with items: ['0090016800_26102022007337', '0090016800_26102022007337', '0090016800_26102022007337']
Stack 6 with items: ['0090016800_26102022007337', '0090016800_26102022007337', '0090016800_26102022007337']
Stack 7 with items: ['0090016800_26102022007337', '0090016800_26102022007337', '0090016800_26102022007337']
Stack 8 with items: ['0090016800_26102022007337', '0090016800_26102022007337', '0090016800_26102022007337']
Stack 9 with items: ['0090016800_26102022007337', '0090016800_26102022007337', '0090016800_26102022007337']
Stack 10 with items: ['0090016800_26102022007337', '0090016800_26102022007337', '0090016800_26102022007337']
Stack 11 with items: ['0090016800_26102022007337', '0090016800_26102022007337', '0090016800_26102022007337']
Stack 12 with items: ['0090016800_26102022007337', '0090016800_26102022007337', '0090016800_26102022007337']
Stack 13 with items: ['0090016800_26102022007337', '0090016800_26102022007337', '0090016800_26102022007337']
Stack 14 with items: ['0090016800_26102022007337', '0090016800_26102022007337', '0090016800_26102022007337']
Stack 15 with items: ['0090016800_26102022007337', '0090016800_26102022007337', '0090016800_26102022007337']
Heuristic packed all stacks
