dataset: A
instance: PA
+-----------+
2D Packing Heuristic in Truck P241591103
Min2DVol: 23.999999999999993 [m2]
Stack 0 with items: ['0091017200_03072022018181', '0091017200_03072022018181', '0091017200_03072022018181']
Stack 1 with items: ['0091017200_03072022018181', '0091017200_03072022018181', '0091017200_03072022018181']
Stack 2 with items: ['0091017200_03072022018181', '0091017200_03072022018181', '0091017200_03072022018181']
Stack 3 with items: ['0091017200_03072022018181', '0091017200_03072022014015', '0091017200_03072022014015']
Stack 4 with items: ['0091017200_03072022014015', '0091017200_03072022014015', '0091017200_03072022014015']
Stack 5 with items: ['0091017200_03072022014015', '0091017200_03072022014015', '0091017200_03072022014015']
Stack 6 with items: ['0091017200_03072022014015', '0091017200_03072022014015', '0091017200_03072022014015']
Stack 7 with items: ['0091017200_03072022014015', '0091017200_03072022014015', '0091017200_03072022014015']
Stack 8 with items: ['0091017200_03072022013442', '0091017200_03072022013442', '0091017200_03072022013442']
Stack 9 with items: ['0091017200_03072022013442', '0091017200_03072022013442', '0091017200_03072022013442']
Stack 10 with items: ['0091017200_03072022013442', '0091017200_03072022013442', '0091017200_03072022013442']
Stack 11 with items: ['0091017200_03072022013442', '0091017200_03072022011948', '0091017200_03072022013442']
Stack 12 with items: ['0091017200_03072022011948', '0091017200_03072022011948', '0091017200_03072022011948']
Stack 13 with items: ['0091017200_03072022011948', '0091017200_03072022011948', '0091017200_03072022011948']
Stack 14 with items: ['0091017200_03072022011948', '0091017200_03072022011948', '0091017200_03072022011948']
Stack 15 with items: ['0091017200_03072022006579', '0091017200_03072022006579', '0091017200_03072022006579']
Stack 16 with items: ['0091017200_03072022006579', '0091017200_03072022006579', '0091017200_03072022006579']
Stack 17 with items: ['0091017200_03072022006579', '0091017200_03072022001902', '0091017200_03072022006579']
Stack 18 with items: ['0091017200_03072022001902', '0091017200_03072022001902', '0091017200_03072022001902']
Stack 19 with items: ['0091017200_03072022001902', '0091017200_03072022001902', '0091017200_03072022001902']
Heuristic packed all stacks
