dataset: C
instance: AS
+-----------+
2D Packing Heuristic in Truck P109730109
Min2DVol: 35.52000000000002 [m2]
Stack 0 with items: ['0090018000_27022023014072', '0090018000_27022023014072', '0090018000_27022023014072', '0090018000_27022023014072']
Stack 1 with items: ['0090018000_27022023000448', '0090018000_27022023000448', '0090018000_27022023000448']
Stack 2 with items: ['0090018000_27022023000448', '0090018000_27022023000448', '0090018000_27022023010241']
Stack 3 with items: ['0090018000_27022023010241', '0090018000_27022023010241', '0090018000_27022023010241']
Stack 4 with items: ['0090018000_27022023014449', '0090018000_27022023014449', '0090018000_27022023014449']
Stack 5 with items: ['0090018000_27022023014449', '0090018000_27022023013974', '0090018000_27022023014449']
Stack 6 with items: ['0090018000_27022023013974', '0090018000_27022023013974', '0090018000_27022023013974']
Stack 7 with items: ['0090018000_27022023013974', '0090018000_27022023010275', '0090018000_27022023010275']
Stack 8 with items: ['0090018000_27022023013083', '0090018000_27022023013083', '0090018000_27022023013083']
Stack 9 with items: ['0090018000_27022023013083', '0090018000_27022023013083', '0090018000_27022023013083']
Stack 10 with items: ['0090018000_27022023010275', '0090018000_27022023010275', '0090018000_27022023010275']
Stack 11 with items: ['0090018000_27022023009699', '0090018000_27022023009699', '0090018000_27022023009699']
Stack 12 with items: ['0090018000_27022023009699', '0090018000_27022023009699', '0090018000_27022023009699']
Stack 13 with items: ['0090018000_27022023009699', '0090018000_27022023009699', '0090018000_27022023009699']
Stack 14 with items: ['0090018000_27022023009699', '0090018000_27022023006198', '0090018000_27022023009699']
Stack 15 with items: ['0090018000_27022023006198', '0090018000_27022023006198', '0090018000_27022023006198']
Stack 16 with items: ['0090018000_27022023006198', '0090018000_27022023006198', '0090018000_27022023006198']
Stack 17 with items: ['0090018000_27022023006198', '0090018000_27022023006198', '0090018000_27022023006198']
Stack 18 with items: ['0090018000_27022023003540', '0090018000_27022023003540', '0090018000_27022023003540']
Stack 19 with items: ['0090018000_27022023003540', '0090018000_27022023003540', '0090018000_27022023003540']
Heuristic packed all stacks
