dataset: X
instance: TA
+-----------+
2D Packing Heuristic in Truck P171382407
Min2DVol: 31.19999999999999 [m2]
Stack 0 with items: ['0090038300_08062023012400', '0090038300_08062023012400', '0090038300_08062023012400']
Stack 1 with items: ['0090038300_08062023012400', '0090038300_08062023012400', '0090038300_08062023012400']
Stack 2 with items: ['0090038300_08062023012400', '0090038300_08062023012041', '0090038300_08062023012041']
Stack 3 with items: ['0090038300_08062023012041', '0090038300_08062023012041', '0090038300_08062023012041']
Stack 4 with items: ['0090038300_08062023012041', '0090038300_08062023009556', '0090038300_08062023012041']
Stack 5 with items: ['0090038300_08062023009556', '0090038300_08062023009556', '0090038300_08062023009556']
Stack 6 with items: ['0090038300_08062023009556', '0090038300_08062023009556', '0090038300_08062023009556']
Stack 7 with items: ['0090038300_08062023009556', '0090038300_08062023007728', '0090038300_08062023007728']
Stack 8 with items: ['0090038300_08062023007728', '0090038300_08062023007728', '0090038300_08062023007728']
Stack 9 with items: ['0090038300_08062023007728', '0090038300_08062023007728', '0090038300_08062023007728']
Stack 10 with items: ['0090038300_08062023007176', '0090038300_08062023007176', '0090038300_08062023007176']
Stack 11 with items: ['0090038300_08062023007176', '0090038300_08062023006790', '0090038300_08062023006790']
Stack 12 with items: ['0090038300_08062023006790', '0090038300_08062023006790', '0090038300_08062023006790']
Stack 13 with items: ['0090038300_08062023006790', '0090038300_08062023002702', '0090038300_08062023006790']
Stack 14 with items: ['0090038300_08062023002702', '0090038300_08062023002702', '0090038300_08062023002702']
Stack 15 with items: ['0090038300_08062023002702', '0090038300_08062023001405', '0090038300_08062023002702']
Stack 16 with items: ['0090038300_08062023001405', '0090038300_08062023001405', '0090038300_08062023001405']
Stack 17 with items: ['0090038300_08062023001405', '0090038300_08062023001405', '0090038300_08062023001405']
Stack 18 with items: ['0090038300_08062023000746', '0090038300_08062023000746', '0090038300_08062023000746']
Stack 19 with items: ['0090038300_08062023000746', '0090038300_08062023000746', '0090038300_08062023000746']
Stack 20 with items: ['0090038300_08062023000746', '0090038300_08062023000746', '0090038300_08062023000746']
Stack 21 with items: ['0090038300_08062023000671', '0090038300_08062023000671', '0090038300_08062023000671']
Stack 22 with items: ['0090038300_08062023000671', '0090038300_08062023000671', '0090038300_08062023000671']
Stack 23 with items: ['0090038300_08062023000671', '0090038300_08062023000429', '0090038300_08062023000671']
Stack 24 with items: ['0090038300_08062023000429', '0090038300_08062023000429', '0090038300_08062023000429']
Stack 25 with items: ['0090038300_08062023000429', '0090038300_08062023000429', '0090038300_08062023000429']
Heuristic packed all stacks
