dataset: X
instance: MA6
+-----------+
2D Packing Heuristic in Truck P187210301
Min2DVol: 32.039999999999985 [m2]
Stack 0 with items: ['0090016200_14062023000212', '0090016200_14062023000212']
Stack 1 with items: ['0090016200_14062023000212', '0090016200_14062023000212']
Stack 2 with items: ['0090016200_14062023000212', '0090016200_14062023021985']
Stack 3 with items: ['0090016200_14062023000212', '0090016200_14062023000212']
Stack 4 with items: ['0090016200_14062023029023', '0090016200_14062023029023', '0090016200_14062023029023']
Stack 5 with items: ['0090016200_14062023029023', '0090016200_14062023029023', '0090016200_14062023029023']
Stack 6 with items: ['0090016200_14062023029023', '0090016200_14062023029023', '0090016200_14062023029023']
Stack 7 with items: ['0090016200_14062023029023', '0090016200_14062023029023', '0090016200_14062023029023']
Stack 8 with items: ['0090016200_14062023024304', '0090016200_14062023024304', '0090016200_14062023024304']
Stack 9 with items: ['0090016200_14062023024304', '0090016200_14062023024304', '0090016200_14062023024304']
Stack 10 with items: ['0090016200_14062023024304', '0090016200_14062023024304', '0090016200_14062023024304']
Stack 11 with items: ['0090016200_14062023024304', '0090016200_14062023024304', '0090016200_14062023024304']
Stack 12 with items: ['0090016200_14062023022692', '0090016200_14062023022692', '0090016200_14062023022692']
Stack 13 with items: ['0090016200_14062023022692', '0090016200_14062023022692', '0090016200_14062023022692']
Stack 14 with items: ['0090016200_14062023022692', '0090016200_14062023022692', '0090016200_14062023022692']
Stack 15 with items: ['0090016200_14062023022692', '0090016200_14062023022692', '0090016200_14062023022692']
Stack 16 with items: ['0090016200_14062023022692', '0090016200_14062023020658', '0090016200_14062023015920']
Stack 17 with items: ['0090016200_14062023015914', '0090016200_14062023009258', '0090016200_14062023009258']
Stack 18 with items: ['0090016200_14062023009258', '0090016200_14062023009258', '0090016200_14062023009258']
Stack 19 with items: ['0090016200_14062023009258', '0090016200_14062023009258', '0090016200_14062023009258']
Stack 20 with items: ['0090016200_14062023009258', '0090016200_14062023009258', '0090016200_14062023009258']
Stack 21 with items: ['0090016200_14062023009258', '0090016200_14062023006525', '0090016200_14062023006525']
Stack 22 with items: ['0090016200_14062023006525', '0090016200_14062023006525', '0090016200_14062023006525']
Stack 23 with items: ['0090016200_14062023006525', '0090016200_14062023002504', '0090016200_14062023006525']
Heuristic packed all stacks
