dataset: C
instance: MT
+-----------+
2D Packing Heuristic in Truck P081621601
Min2DVol: 31.66956000000001 [m2]
Stack 0 with items: ['0091017700_27022023007224', '0091017700_27022023007145']
Stack 1 with items: ['0091017700_27022023007145', '0091017700_27022023007145']
Stack 2 with items: ['0091017700_27022023007145', '0091017700_27022023007145']
Stack 3 with items: ['0091017700_27022023007145', '0091017700_27022023007145']
Stack 4 with items: ['0091017700_27022023007145', '0091017700_27022023007145']
Stack 5 with items: ['0091017700_27022023007145', '0091017700_27022023007145']
Stack 6 with items: ['0091017700_27022023007145', '0091017700_27022023007145']
Stack 7 with items: ['0091017700_27022023007145', '0091017700_27022023007145']
Stack 8 with items: ['0091017700_27022023007145', '0091017700_27022023007145']
Stack 9 with items: ['0091017700_27022023003244', '0091017700_27022023003244']
Stack 10 with items: ['0091017700_27022023003244', '0091017700_27022023002816']
Stack 11 with items: ['0091017700_27022023002816', '0091017700_27022023002816']
Stack 12 with items: ['0091017700_27022023002816', '0091017700_27022023002816']
Stack 13 with items: ['0091017700_27022023002816', '0091017700_27022023002816']
Stack 14 with items: ['0091017700_27022023002816', '0091017700_27022023002816']
Stack 15 with items: ['0091017700_27022023002816', '0091017700_27022023002816']
Stack 16 with items: ['0091017700_27022023002816', '0091017700_27022023002816']
Stack 17 with items: ['0091017700_27022023002816', '0091017700_27022023002816']
Stack 18 with items: ['0091017700_27022023002264', '0091017700_27022023002264']
Stack 19 with items: ['0091017700_27022023002264', '0091017700_27022023002264']
Stack 20 with items: ['0091017700_27022023002264', '0091017700_27022023002264']
Stack 21 with items: ['0091017700_27022023002264', '0091017700_27022023002264']
Stack 22 with items: ['0091017700_27022023001093', '0091017700_27022023001093']
Stack 23 with items: ['0091017700_27022023000820', '0091017700_27022023000820']
Stack 24 with items: ['0091017700_27022023000820', '0091017700_27022023000820']
Stack 25 with items: ['0091017700_27022023000820', '0091017700_27022023000820']
Heuristic packed all stacks
