dataset: X
instance: SA
+-----------+
2D Packing Heuristic in Truck P165051401
Min2DVol: 31.623210000000007 [m2]
Stack 0 with items: ['0090017100_08062023028504', '0090017100_08062023004774', '0090017100_08062023001411']
Stack 1 with items: ['0090017100_08062023023379', '0090017100_08062023010824', '0090017100_08062023018086', '0090017100_08062023004147']
Stack 2 with items: ['0090017100_08062023025939', '0090017100_08062023006484']
Stack 3 with items: ['0090017100_08062023006484', '0090017100_08062023028601']
Stack 4 with items: ['0090017100_08062023005708', '0090017100_08062023005708']
Stack 5 with items: ['0090017100_08062023020549', '0090017100_08062023024916']
Stack 6 with items: ['0090017100_08062023025939', '0090017100_08062023020904']
Stack 7 with items: ['0090017100_08062023028400', '0090017100_08062023028400']
Stack 8 with items: ['0090017100_08062023028400', '0090017100_08062023028400']
Stack 9 with items: ['0090017100_08062023028400', '0090017100_08062023028400']
Stack 10 with items: ['0090017100_08062023028400', '0090017100_08062023028400']
Stack 11 with items: ['0090017100_08062023028313', '0090017100_08062023028313']
Stack 12 with items: ['0090017100_08062023028313', '0090017100_08062023028313']
Stack 13 with items: ['0090017100_08062023028313', '0090017100_08062023028313']
Stack 14 with items: ['0090017100_08062023028313', '0090017100_08062023028313']
Stack 15 with items: ['0090017100_08062023025770', '0090017100_08062023025770']
Stack 16 with items: ['0090017100_08062023025770', '0090017100_08062023025770']
Stack 17 with items: ['0090017100_08062023025770', '0090017100_08062023025770']
Stack 18 with items: ['0090017100_08062023025770', '0090017100_08062023025770']
Stack 19 with items: ['0090017100_08062023025770', '0090017100_08062023025770']
Stack 20 with items: ['0090017100_08062023025770', '0090017100_08062023025770']
Stack 21 with items: ['0090017100_08062023025770', '0090017100_08062023025770']
Stack 22 with items: ['0090017100_08062023020503', '0090017100_08062023016017']
Stack 23 with items: ['0090017100_08062023016017', '0090017100_08062023016017']
Stack 24 with items: ['0090017100_08062023016017', '0090017100_08062023016017']
Stack 25 with items: ['0090017100_08062023016017', '0090017100_08062023016017']
Stack 26 with items: ['0090017100_08062023016017', '0090017100_08062023016017']
Stack 27 with items: ['0090017100_08062023016017', '0090017100_08062023016017']
Stack 28 with items: ['0090017100_08062023016017', '0090017100_08062023016017']
Stack 29 with items: ['0090017100_08062023016017', '0090017100_08062023015582']
Stack 30 with items: ['0090017100_08062023015582', '0090017100_08062023004996']
Stacks not packed:
Stack 0 missing: ['0090017100_08062023028504', '0090017100_08062023004774', '0090017100_08062023001411']
Stack 1 missing: ['0090017100_08062023023379', '0090017100_08062023010824', '0090017100_08062023018086', '0090017100_08062023004147']
Stack 2 missing: ['0090017100_08062023025939', '0090017100_08062023006484']
Stack 3 missing: ['0090017100_08062023006484', '0090017100_08062023028601']
Stack 4 missing: ['0090017100_08062023005708', '0090017100_08062023005708']
Stack 5 missing: ['0090017100_08062023020549', '0090017100_08062023024916']
Stack 6 missing: ['0090017100_08062023025939', '0090017100_08062023020904']
Stack 19 missing: ['0090017100_08062023025770', '0090017100_08062023025770']
Stack 20 missing: ['0090017100_08062023025770', '0090017100_08062023025770']
Stack 21 missing: ['0090017100_08062023025770', '0090017100_08062023025770']
Stack 22 missing: ['0090017100_08062023020503', '0090017100_08062023016017']
Stack 23 missing: ['0090017100_08062023016017', '0090017100_08062023016017']
Stack 24 missing: ['0090017100_08062023016017', '0090017100_08062023016017']
Stack 25 missing: ['0090017100_08062023016017', '0090017100_08062023016017']
Stack 26 missing: ['0090017100_08062023016017', '0090017100_08062023016017']
Stack 27 missing: ['0090017100_08062023016017', '0090017100_08062023016017']
Stack 28 missing: ['0090017100_08062023016017', '0090017100_08062023016017']
