dataset: X
instance: TA6
+-----------+
2D Packing Heuristic in Truck P194382103
Min2DVol: 31.20903000000003 [m2]
Stack 0 with items: ['0090038300_14062023011764', '0090038300_14062023002814', '0090038300_14062023011764']
Stack 1 with items: ['0090038300_14062023011604', '0090038300_14062023010548', '0090038300_14062023002814']
Stack 2 with items: ['0090038300_14062023010437', '0090038300_14062023010296', '0090038300_14062023011667']
Stack 3 with items: ['0090038300_14062023010296', '0090038300_14062023010296', '0090038300_14062023011667']
Stack 4 with items: ['0090038300_14062023010296', '0090038300_14062023010296', '0090038300_14062023011667']
Stack 5 with items: ['0090038300_14062023010296', '0090038300_14062023010296', '0090038300_14062023011667']
Stack 6 with items: ['0090038300_14062023010296', '0090038300_14062023010296']
Stack 7 with items: ['0090038300_14062023010296', '0090038300_14062023009920']
Stack 8 with items: ['0090038300_14062023009394', '0090038300_14062023009394']
Stack 9 with items: ['0090038300_14062023009387', '0090038300_14062023009387']
Stack 10 with items: ['0090038300_14062023009090', '0090038300_14062023007865']
Stack 11 with items: ['0090038300_14062023006855', '0090038300_14062023006855']
Stack 12 with items: ['0090038300_14062023006855', '0090038300_14062023006855']
Stack 13 with items: ['0090038300_14062023006224', '0090038300_14062023006166']
Stack 14 with items: ['0090038300_14062023006166', '0090038300_14062023006095']
Stack 15 with items: ['0090038300_14062023005610', '0090038300_14062023005610']
Stack 16 with items: ['0090038300_14062023005610', '0090038300_14062023005610']
Stack 17 with items: ['0090038300_14062023005610', '0090038300_14062023005313']
Stack 18 with items: ['0090038300_14062023005313', '0090038300_14062023005313']
Stack 19 with items: ['0090038300_14062023005313', '0090038300_14062023005313']
Stack 20 with items: ['0090038300_14062023005313', '0090038300_14062023005313']
Stack 21 with items: ['0090038300_14062023005313', '0090038300_14062023005133']
Stack 22 with items: ['0090038300_14062023005133', '0090038300_14062023005133']
Stack 23 with items: ['0090038300_14062023005133', '0090038300_14062023005133']
Stack 24 with items: ['0090038300_14062023004726', '0090038300_14062023004726']
Stack 25 with items: ['0090038300_14062023004726', '0090038300_14062023004726']
Stack 26 with items: ['0090038300_14062023004467', '0090038300_14062023003585']
Stack 27 with items: ['0090038300_14062023003478', '0090038300_14062023003478']
Stack 28 with items: ['0090038300_14062023003467', '0090038300_14062023003467']
Stack 29 with items: ['0090038300_14062023003467', '0090038300_14062023003467']
Stack 30 with items: ['0090038300_14062023003467', '0090038300_14062023003467']
Stack 31 with items: ['0090038300_14062023003467', '0090038300_14062023003467']
Stack 32 with items: ['0090038300_14062023003467', '0090038300_14062023003467']
Stack 33 with items: ['0090038300_14062023003382', '0090038300_14062023003037']
Stack 34 with items: ['0090038300_14062023002963', '0090038300_14062023002905']
Stack 35 with items: ['0090038300_14062023002786', '0090038300_14062023002786']
Stack 36 with items: ['0090038300_14062023002786', '0090038300_14062023002786']
Stack 37 with items: ['0090038300_14062023002786', '0090038300_14062023002786']
Stack 38 with items: ['0090038300_14062023002786', '0090038300_14062023002786']
Stack 39 with items: ['0090038300_14062023001740', '0090038300_14062023001740']
Stack 40 with items: ['0090038300_14062023001710', '0090038300_14062023001584']
Stack 41 with items: ['0090038300_14062023001540', '0090038300_14062023001504']
Stack 42 with items: ['0090038300_14062023001193', '0090038300_14062023000785']
Stack 43 with items: ['0090038300_14062023000718', '0090038300_14062023000674']
Stack 44 with items: ['0090038300_14062023000630', '0090038300_14062023000630']
