dataset: X
instance: SA
+-----------+
2D Packing Heuristic in Truck P194235505
Min2DVol: 31.19999999999999 [m2]
Stack 0 with items: ['0090017100_08062023000368']
Stack 1 with items: ['0090017100_08062023006359', '0090017100_08062023011002']
Stack 2 with items: ['0090017100_08062023028201', '0090017100_08062023020911']
Stack 3 with items: ['0090017100_08062023020911', '0090017100_08062023020911']
Stack 4 with items: ['0090017100_08062023020911', '0090017100_08062023020911']
Stack 5 with items: ['0090017100_08062023020911', '0090017100_08062023020911']
Stack 6 with items: ['0090017100_08062023020911', '0090017100_08062023020911']
Stack 7 with items: ['0090017100_08062023020911', '0090017100_08062023020911']
Stack 8 with items: ['0090017100_08062023020911', '0090017100_08062023020911']
Stack 9 with items: ['0090017100_08062023020911', '0090017100_08062023020911']
Stack 10 with items: ['0090017100_08062023020911', '0090017100_08062023020911']
Stack 11 with items: ['0090017100_08062023020911', '0090017100_08062023020911']
Stack 12 with items: ['0090017100_08062023020911', '0090017100_08062023020911']
Stack 13 with items: ['0090017100_08062023020911', '0090017100_08062023012445']
Stack 14 with items: ['0090017100_08062023012445', '0090017100_08062023012445']
Stack 15 with items: ['0090017100_08062023012445', '0090017100_08062023012445']
Stack 16 with items: ['0090017100_08062023012445', '0090017100_08062023012326']
Stack 17 with items: ['0090017100_08062023012326', '0090017100_08062023012326']
Stack 18 with items: ['0090017100_08062023012326', '0090017100_08062023012326']
Stack 19 with items: ['0090017100_08062023012326', '0090017100_08062023012326']
Stack 20 with items: ['0090017100_08062023012326', '0090017100_08062023012326']
Stack 21 with items: ['0090017100_08062023012326', '0090017100_08062023012326']
Stack 22 with items: ['0090017100_08062023012326', '0090017100_08062023012326']
Stack 23 with items: ['0090017100_08062023012326', '0090017100_08062023012326']
Stack 24 with items: ['0090017100_08062023012326', '0090017100_08062023012326']
Stack 25 with items: ['0090017100_08062023012326']
Heuristic packed all stacks
