dataset: A
instance: TR2
+-----------+
2D Packing Heuristic in Truck P228425001
Min2DVol: 31.562499999999993 [m2]
Stack 0 with items: ['0090017000_03072022000484', '0090017000_03072022001118']
Stack 1 with items: ['0090017000_03072022000484', '0090017000_03072022000484']
Stack 2 with items: ['0090017000_03072022001346', '0090017000_03072022001346', '0090017000_03072022009988']
Stack 3 with items: ['0090017000_03072022007869', '0090017000_03072022001346', '0090017000_03072022007869']
Stack 4 with items: ['0090017000_03072022009988', '0090017000_03072022009988', '0090017000_03072022009988']
Stack 5 with items: ['0090017000_03072022009988', '0090017000_03072022009988', '0090017000_03072022009988']
Stack 6 with items: ['0090017000_03072022003785', '0090017000_03072022005450', '0090017000_03072022009461']
Stack 7 with items: ['0090017000_03072022008281', '0090017000_03072022008281', '0090017000_03072022008281']
Stack 8 with items: ['0090017000_03072022008281', '0090017000_03072022008189', '0090017000_03072022008281']
Stack 9 with items: ['0090017000_03072022008189', '0090017000_03072022008189', '0090017000_03072022008189']
Stack 10 with items: ['0090017000_03072022008189', '0090017000_03072022004198', '0090017000_03072022008189']
Stack 11 with items: ['0090017000_03072022004198', '0090017000_03072022004198', '0090017000_03072022004198']
Stack 12 with items: ['0090017000_03072022004198', '0090017000_03072022004198', '0090017000_03072022004198']
Stack 13 with items: ['0090017000_03072022004198', '0090017000_03072022004198', '0090017000_03072022004198']
Stack 14 with items: ['0090017000_03072022004198', '0090017000_03072022004198', '0090017000_03072022004198']
Stack 15 with items: ['0090017000_03072022004198', '0090017000_03072022004198', '0090017000_03072022004198']
Stack 16 with items: ['0090017000_03072022004198', '0090017000_03072022004198', '0090017000_03072022004198']
Stack 17 with items: ['0090017000_03072022008632', '0090017000_03072022008632', '0090017000_03072022008632']
Stack 18 with items: ['0090017000_03072022006528', '0090017000_03072022006528', '0090017000_03072022006528']
Stacks not packed:
Stack 17 missing: ['0090017000_03072022008632', '0090017000_03072022008632', '0090017000_03072022008632']
Stack 18 missing: ['0090017000_03072022006528', '0090017000_03072022006528', '0090017000_03072022006528']
