dataset: B
instance: CA
+-----------+
2D Packing Heuristic in Truck P347436601
Min2DVol: 20.39999999999999 [m2]
Stack 0 with items: ['0090012500_26102022000712', '0090012500_26102022000712']
Stack 1 with items: ['0090012500_26102022000712', '0090012500_26102022000712']
Stack 2 with items: ['0090012500_26102022000712', '0090012500_26102022000712']
Stack 3 with items: ['0090012500_26102022000712', '0090012500_26102022000712']
Stack 4 with items: ['0090012500_26102022000712', '0090012500_26102022000568']
Stack 5 with items: ['0090012500_26102022000568', '0090012500_26102022000568']
Stack 6 with items: ['0090012500_26102022000568', '0090012500_26102022000568']
Stack 7 with items: ['0090012500_26102022000568', '0090012500_26102022000568']
Stack 8 with items: ['0090012500_26102022000263', '0090012500_26102022000263']
Stack 9 with items: ['0090012500_26102022000263', '0090012500_26102022000263']
Stack 10 with items: ['0090012500_26102022000263', '0090012500_26102022000263']
Stack 11 with items: ['0090012500_26102022000263', '0090012500_26102022000113']
Stack 12 with items: ['0090012500_26102022000113', '0090012500_26102022000113']
Stack 13 with items: ['0090012500_26102022000113', '0090012500_26102022000113']
Stack 14 with items: ['0090012500_26102022000113', '0090012500_26102022000113']
Stack 15 with items: ['0090012500_26102022000113', '0090012500_26102022000113']
Stack 16 with items: ['0090012500_26102022000113', '0090012500_26102022000057']
Heuristic packed all stacks
