dataset: C
instance: TR3
+-----------+
2D Packing Heuristic in Truck P087424605
Min2DVol: 28.175062 [m2]
Stack 0 with items: ['0090017000_28022023011690', '0090017000_28022023011690']
Stack 1 with items: ['0090017000_28022023010299', '0090017000_28022023010299']
Stack 2 with items: ['0090017000_28022023010299', '0090017000_28022023010299']
Stack 3 with items: ['0090017000_28022023009894', '0090017000_28022023009674']
Stack 4 with items: ['0090017000_28022023009674', '0090017000_28022023009674']
Stack 5 with items: ['0090017000_28022023009674', '0090017000_28022023009674']
Stack 6 with items: ['0090017000_28022023009674', '0090017000_28022023009674']
Stack 7 with items: ['0090017000_28022023009674', '0090017000_28022023009674']
Stack 8 with items: ['0090017000_28022023009674', '0090017000_28022023009674']
Stack 9 with items: ['0090017000_28022023009674', '0090017000_28022023008341']
Stack 10 with items: ['0090017000_28022023004808', '0090017000_28022023004808']
Stack 11 with items: ['0090017000_28022023003735', '0090017000_28022023001239']
Stack 12 with items: ['0090017000_28022023001239', '0090017000_28022023000615']
Stack 13 with items: ['0090017000_28022023007467', '0090017000_28022023007467']
Stack 14 with items: ['0090017000_28022023007467', '0090017000_28022023007467']
Stack 15 with items: ['0090017000_28022023007467', '0090017000_28022023007467']
Stack 16 with items: ['0090017000_28022023007397', '0090017000_28022023006808']
Stack 17 with items: ['0090017000_28022023007467', '0090017000_28022023007467']
Heuristic packed all stacks
